ID,名称,中文名称
155,フローラルレイピア,花之细剑
156,闇のサーベル,暗之佩剑
157,竜鱗のレイピア,龙鳞制细剑
158,ケミカルレイピア,化学细剑
159,メデューサレイピア,美杜莎细剑
160,オリハルコンのレイピア,奥利哈钢制细剑
161,プリズムレイピア,棱镜细剑
162,プラズマレイピア,等离子细剑
163,プリズムレイピア・エア,棱镜细剑・风
164,ドラゴンハンター,猎龙者
165,フロストレイピア,霜冻细剑
166,流星のレイピア,流星制细剑
167,聖竜のレイピア,圣龙细剑
168,闇の千蛇,暗之千蛇
169,ライトニング,闪电
170,千蔦万華,千茑万华
171,サンフラワー,向日葵
172,ブラッディローズ,血腥蔷薇
173,ノーブルレイピア,贵族细剑
174,千鳥,千鸟
175,レッドサン,红太阳
177,魔導の剣,魔导之剑
178,トリニティソード,三位一体之剑
179,黒の剣,黑之剑
180,白の剣,白之剑
181,フォースソード,力量之剑
182,カラドボルグ,卡拉德波加
183,クラウ・ソラス,克拉乌・索拉斯
184,テュルフィング,提尔锋
185,エテメンアンキ,七曜塔
186,エルフォース,精灵之力
187,聖白の剣,圣白之剑
188,暗黒の剣,暗黑之剑
190,スピア,矛
191,スピア改,矛改
192,アイアンスピア,铁制矛
193,トライデント,三叉戟
194,ダークトライデント,暗黑三叉戟
195,ホーリートライデント,神圣三叉戟
196,ミスリルスピア,秘银矛
197,ミスリルスピア改,秘银矛改
198,ミスリルスピア・アース,秘银矛・土
199,ミスリルスピア・アクア,秘银矛・水
200,ウィンドスピア,风矛
201,風神雷神の槍,风神雷神之枪
202,ホーリースピア,神圣之矛
203,ホーリードラグーン,圣龙枪
204,ドラグーンアース,龙枪・大地
205,獣の槍,兽枪
206,風槍シルフ,风枪希尔芙
208,ゴールドランス,黄金长枪
209,ヘヴィランス,沉重长枪
210,ヘヴィランス改,沉重长枪改
211,パルチザン,阔头枪
212,パルチザン改,阔头枪改
213,デーモンランス,恶魔长枪
214,デーモンランス改,恶魔长枪改
215,方天画戟,""
216,方天画戟改,""
217,方天画戟・烈牙,""
218,クリスタルランス,水晶长枪
219,飛竜の槍,飞龙之枪
220,竜鱗の槍,龙鳞制枪
221,氷雪竜鱗槍,冰雪龙鳞枪
222,飛竜聖槍,飞龙圣枪
223,シャドウランス,暗影长枪
224,赤熱シャドウランス,赤热暗影长枪
225,オリハルコンの槍,奥利哈钢制枪
226,プリズムランス,棱镜长枪
227,ロンギヌス,朗基努斯
228,プリズムウィンダード,棱镜迎风
229,ロンギヌスプラズマ,朗基努斯等离子
230,ブリューナク,布里欧纳克
231,ブリューナク・ヘブン,布里欧纳克・天堂
232,流星の槍,流星制之枪
233,ロンギヌスシャイン,朗基努斯闪耀
234,飛竜魔槍,飞龙魔枪
235,方天画戟・千蛇,""
236,ディフェンスランス,防御长枪
237,聖槍ロンギヌス,圣枪朗基努斯
238,インテグラルランス,整体长枪
239,ブリューナク・クロス,布里欧纳克・十字
240,飛竜魔槍・黒桜,飞龙魔枪・黑樱
241,戦乙女の槍,女武神的枪
243,無銘の刀,无铭之刀
244,同田貫,同田贯
245,風切りの刃,风切之刃
246,備前長船,备前长船
247,同田貫・紅蓮,同田贯・红莲
248,虎徹,虎彻
249,菊一文字,""
250,正宗,""
251,村雨,""
252,虹の刀,虹制刀
253,物干し竿,晾衣竿
254,天叢雲,天丛云
255,夢幻,梦幻
256,月下美人,""
257,花神楽,花神乐
258,日輪刀,日轮刀
259,水刀ウンディーネ,水刀温蒂妮
260,惨華正宗,惨华正宗
261,雷光虎徹,雷光虎彻
262,名刀・妖魔斬り,名刀・妖魔斩
263,人斬り丸,人斩丸
264,巖流・物干し竿,岩流・晾衣竿
265,蛇鬼村雨,""
266,残心,""
268,くない,苦无
269,小太刀,""
270,佐助の刀,佐助的刀
271,霧刃,雾刃
272,一撃の刃,一击之刃
273,オリハルコンの刃,奥利哈钢制刃
274,闇吹雪,暗吹雪
275,闇吹雪・大波,暗吹雪・大波
276,虹の刃,虹制刃
277,紅蓮虹刃,红莲虹刃
278,極光虹刃,极光虹刃
279,干将,""
280,莫耶,""
281,流星の刃,流星制之刃
282,霧夢,雾梦
283,流星・華王,流星・华王
284,流星・黒蛇,流星・黑蛇
285,狐火,""
286,悦夢,悦梦
287,風魔,风魔
288,猿飛,猿飞
290,セスタス,格斗爪
291,セスタス改,格斗爪改
292,鉄の爪,铁制爪
293,風の爪,风爪
294,黄金の爪,黄金爪
295,炎の爪,炎爪
296,氷の爪,冰爪
297,雷の爪,雷爪
298,アースナックル,大地指虎
299,アクアナックル,水之指虎
300,カイザーナックル,凯撒之指虎
301,カイザーナックル改,凯撒指虎改
302,ミスリルクロウ,秘银之爪
303,オックスナックル,公牛指虎
304,ドラゴンクロウ,龙之爪
305,ダーククロウ,暗之爪
306,ダーククロウ・バースト,暗之爪・爆发
307,クリスタルクロウ,水晶之爪
308,マジカルクロウ,魔法之爪
309,ビーストクロウ,兽之爪
310,バステトクロウ,芭丝特之爪
311,竜鱗の爪,龙鳞制爪
312,氷竜爪,冰龙爪
313,オックスロード,公牛主宰
314,ネクロナックル,亡灵指虎
315,オリハルコンの爪,奥利哈钢制爪
316,プリズムクロウ,棱镜之爪
317,イリスプリズム,伊莉丝棱镜
318,プリズムクロウ・アクア,棱镜之爪・水
319,イデアプリズム,伊迪亚棱镜
320,ベヒーモスクロウ,贝希摩斯之爪
321,流星の爪,流星制之爪
322,魔手甲ヘカトンケイル,魔手甲・赫卡顿凯尔
323,聖獣の爪,圣兽之爪
324,ダークプリズム,暗之棱镜
325,炎拳サラマンダー,炎拳萨拉曼达
326,淫魔の鉄拳,淫魔的铁拳
327,格闘王の拳,格斗王的拳
328,メカニックフィスト,机械拳
329,キングオブハート,红心之王
330,格闘王・華裂,格斗王・华裂
331,格闘王・深蒼,格斗王・深苍
332,グラビディハンド,重力之手
334,石の牙,石之牙
335,アイアンファング,铁牙
336,アイアンファング改,铁牙改
337,ゴールドファング,金牙
338,ダークファントム,暗影牙
339,ホーリーファントム,圣影牙
340,ミスリルファング,秘银牙
341,デスファング,死亡之牙
342,デスファングクロス,死亡之牙・十字
343,クリスタルファング,水晶之牙
344,マジカルファング,魔法之牙
345,アクアファング,水之牙
346,竜鱗の牙,龙鳞制牙
347,白虎の牙,白虎之牙
348,メデューサファング,美杜莎之牙
349,オリハルコンの牙,奥利哈钢制牙
350,プリズムファング,棱镜之牙
351,プリズムファング・アース,棱镜之牙・土
352,夜の牙,夜之牙
353,流星の牙,流星制之牙
354,アポカリプス,启示录
355,ファング・カオストロン,混沌之牙
356,暴竜の牙,暴龙之牙
357,アポカリプス・シグマ,启示录・西格玛
358,西覇白虎の牙,西霸白虎之牙
359,古代竜の牙,古代龙之牙
360,暴竜の牙・咆吼,暴龙之牙・咆哮
362,木こりの斧,伐木斧
363,バトルアクス,战斗斧
364,アイアンアクス,铁斧
365,バルディッシュ,战斧
366,ゴールドアクス,金斧
367,ランブルアクス,狂暴斧
368,アクアアクス,水之斧
369,クリムゾンアクス,绯红之斧
370,シャインクリムゾン,闪耀绯红
371,ミスリルアクス,秘银之斧
372,バイオニックアクス,生化斧
373,ミノタウロスの斧,米诺陶洛斯的斧头
374,ルーンアクス,符文之斧
375,ルーンアクス・アース,符文之斧・土
376,魔神の斧,魔神之斧
377,混沌の魔神斧,混沌魔神斧
378,クリスタルアクス,水晶之斧
379,巨人の斧,巨人之斧
380,竜鱗の斧,龙鳞制斧
381,巨人の斧・氷塊,巨人之斧・冰块
382,超重ミノタウロスの斧,超重米诺陶洛斯斧
383,シャドウアクス,暗影斧
384,オリハルコンの斧,奥利哈钢制斧
385,ミノタウロスブレイク,米诺陶洛斯粉碎
386,プリズムアクス,棱镜斧
387,グランドプリズム,大地棱镜
388,妖力プリズムアクス,妖力棱镜斧
389,絶対零度グランドプリズム,绝对零度大地棱镜
390,流星の斧,流星制斧
391,聖極光グランドメテオ,圣极光大地流星
392,ギガタウロスブレイク,巨人弥诺陶洛斯粉碎
393,土斧ノーム,土斧诺姆
394,スパルタクス,斯巴达克斯
395,ルーンブレイカー,符文破坏者
396,魔神斧ナノプラス,魔神斧纳米加强版
397,巨人の斧・氷華,巨人斧・冰华
398,ベルセルク,狂怒战士
400,棍棒,""
401,棍棒改,""
402,大金槌,大金锤
403,アイアンハンマー,铁锤
404,アイアンハンマー改,铁锤改
405,ゴールドハンマー,金锤
406,癒しの棍,治愈之棍
407,アースハンマー,大地锤
408,アクアハンマー,水锤
409,ウォーハンマー,战锤
410,闇ひのきの棍棒,暗柳棍棒
411,超癒しの棍,超治愈之棍
412,ミスリルハンマー,秘银锤
413,闇ひのきの棍棒・エア,暗之木棍・风
414,サボテンハンマー,仙人掌锤
415,魔神の金槌,魔神之金锤
416,クリスタルハンマー,水晶锤
417,大地のハンマー,大地之锤
418,闇の棍棒・弐式エア,暗之棍棒・二式风
419,混沌の魔神金槌,混沌魔神金锤
420,竜鱗のハンマー,龙鳞制锤
421,妖棒・闇参式,妖棒・暗三式
422,大地電塵ハンマー,大地电尘锤
423,オリハルコンのハンマー,奥利哈钢制锤
424,赤熱バーニングハンマー,赤热燃烧锤
425,奇跡の棍,奇迹之棍
426,金剛棒・零式,金刚棒・零式
427,プリズムハンマー,棱镜锤
428,ギガントブレイカー,巨人破坏者
429,如意棒,""
430,流星のハンマー,流星制锤
431,ミョルニル,雷神之锤
432,大奇跡の棍,大奇迹之棍
433,螺旋如意棒,""
434,テルモピュライ,泰尔莫皮拉伊
435,世界樹のハンマー,世界树之锤
436,真・混沌魔神金槌,""
437,鬼棍棒,""
438,竜殺しのミョルニル,屠龙之锤 雷神之锤
439,バーバリアン,野蛮人
441,草刈り鎌,割草镰
442,小悪魔の鎌,小恶魔的镰
443,鉄の鎌,铁制镰
444,風切り鎌,风切镰
445,金の鎌,金制镰
446,デスシックル,死亡之镰
447,デスシックル改,死亡之镰改
448,ミスリルの鎌,秘银制镰
449,デッドマンズシックル,死人之刺
450,クリスタルの鎌,水晶制镰
451,ビッグシックル,巨型之刺
452,マジカルシックル,魔法之刺
453,竜鱗の鎌,龙鳞制镰
454,陰陽鎌,阴阳镰
455,破魔陰陽鎌,破魔阴阳镰
456,コキュートスシックル,阴魂镰
457,クリムゾンシックル,绯红镰
458,オリハルコンの鎌,奥利哈钢制镰
459,虹の鎌,虹制镰
460,聖角陰陽鎌,圣角阴阳镰
461,エレメントシックル,元素镰
462,シャインシックル,闪光镰
463,流星の鎌,流星制镰
464,六魂陰陽鎌,六魂阴阳镰
465,アーククリムゾン,弧形绯红
466,斬魂鎌,斩魂镰
467,蒼魔の鎌,苍魔镰
468,黄泉の鎌,黄泉之镰
469,九魂陰陽鎌,九魂阴阳镰
470,エターナルシックル,永恒镰
472,樫の杖,橡木杖
473,アイアンスタッフ,铁杖
474,魔導士の杖,魔导士之杖
475,風の杖,风之杖
476,裁きの杖,裁决之杖
477,ゴールドスタッフ,黄金杖
478,いかづちの杖,雷电之杖
479,暗闇の杖,黑暗之杖
480,さざなみの杖,波纹之杖
481,魔封じの杖,封魔之杖
482,ミスリルスタッフ,秘银杖
483,呪いの杖,诅咒之杖
484,ルーンスタッフ,符文之杖
485,ルーンスタッフ・バースト,符文杖・爆发
486,ルーンスタッフ・ドグマ,符文杖・教义
487,クリスタルスタッフ,水晶杖
488,奇跡の杖,奇迹之杖
489,竜鱗の杖,龙鳞制杖
490,大奇跡の杖,大奇迹之杖
491,超奇跡の杖,超奇迹之杖
492,オリハルコンの杖,奥利哈钢制杖
493,闇奇跡の杖,暗奇迹之杖
494,プリズムスタッフ,棱镜杖
495,トリニティスタッフ,三位一体杖
496,ヘブンズトリニティ,天堂三位一体
497,流星の杖,流星制杖
498,カオストリニティ,混沌三位一体
499,輝ける奇跡の杖,闪耀奇迹之杖
500,救済の杖,救赎法杖
501,エリシクルスタッフ,艾利西克鲁斯塔夫
502,太陽の杖,太阳之杖
503,救世主の杖,救世主之杖
504,マーメイドの杖,人鱼之杖
505,銀河の杖,银河之杖
506,デミウルゴス,迪米乌哥斯
507,アデプタス,阿德普塔斯
509,古木のロッド,古木法杖
510,小悪魔ロッド,小恶魔法杖
511,アイアンロッド,铁法杖
512,風のロッド,风之法杖
513,ゴールドロッド,黄金法杖
514,炎のロッド,炎之法杖
515,氷のロッド,冰之法杖
516,雷のロッド,雷之法杖
517,癒しのロッド,治愈的法杖
518,ストライクロッド,打击法杖
519,ポイズンロッド,毒法杖
520,ミスリルロッド,秘银法杖
521,オックスロッド,牛头法杖
522,天使のロッド,天使法杖
523,天使のロッド・バースト,天使法杖・爆发
524,クリスタルロッド,水晶法杖
525,ホーリーロッド,神圣法杖
526,竜鱗のロッド,龙鳞制法杖
527,ホーリーロッド改,神圣法杖改
528,ミノタウロスロッド,米诺陶洛斯法杖
529,ウィザードロッド,巫师法杖
530,ホーリーロッド・ダブル,神圣法杖・双重
531,ドラゴンロッド,龙法杖
532,オリハルコンのロッド,奥利哈钢制法杖
533,ホーリーソーサラー,神圣法师
534,プリズムロッド,棱镜法杖
535,プリズムロッド・アクア,棱镜法杖・水
536,ストライクドラグナー,打击龙骑
537,プリンセスガード,公主护卫
538,グランウィザード,大巫师
539,流星のロッド,流星制法杖
540,マスタードラグナー,大师龙
541,マスターウィザード,大师巫师
542,ワールドクロニクル,世界编年史
543,ファントムロッド,幻影法杖
544,大自然のロッド,大自然的法杖
545,大召喚士のロッド,大召唤士的法杖
546,メシアソーサラー,救世主法师
548,ショートボウ,短弓
549,ロングボウ,长弓
550,アイアンボウ,铁弓
551,風の弓矢,风之弓箭
552,ゴールドボウ,金弓
553,炎の弓矢,炎之弓箭
554,氷の弓矢,冰之弓箭
555,雷の弓矢,雷之弓箭
556,キラーボウ,杀手弓
557,キラーボウ改,杀手弓改
558,エルフィンボウ,精灵弓
559,魅惑の弓矢,魅惑之弓箭
560,ミスリルボウ,秘银弓
561,疾風の弓矢,疾风之箭
562,疾風の弓矢改,疾风之弓箭改
563,エイビスキラー,龙鸟杀手
564,ドグマキラー,教条杀手
565,クリスタルボウ,水晶弓
566,フローラルボウ,花香弓
567,竜鱗の弓,龙鳞制弓
568,破魔弓,""
569,与一の弓,与一之弓
570,与一の弓・白金,与一之弓・白金
571,与一の弓・入滅,与一之弓・入灭
572,オリハルコンの弓,奥利哈钢制弓
573,プリズムボウ,棱镜弓
574,プリズムボウ・インフ,棱镜弓・诱惑
575,イリスキラー,伊莉丝杀手
576,アクアレインボー,水之彩虹
577,イデアキラー,伊迪亚杀手
578,流星の弓,流星制之弓
579,万魔の狩人,万魔猎人
580,カオスキラー,混沌杀手
581,天罰の弓,天罚之弓
582,エルフィンキュート,精灵芬芳
583,アルテミスの弓,阿尔忒弥斯之弓
584,竜殺しの弓,屠龙之弓
585,与一の弓・降魔,与一之弓・降魔
586,エルフィンバースト,精灵爆发
587,神罰の弓,神罚之弓
589,いばらの鞭,荆棘之鞭
590,小悪魔の鞭,小恶魔之鞭
591,アイアンビュート,铁鞭
592,チェーンクロス,链条十字鞭
593,ゴールドビュート,黄金鞭
594,ビーストキラー,野兽杀手
595,ビーストラバー,兽行鞭
596,テンタクルウィップ,触手鞭
597,ミスリルビュート,秘银鞭
598,ファイアビュート,火焰鞭
599,テンタクルウィップX,触手鞭X
600,クリスタルビュート,水晶鞭
601,テンタクルウィップXX,触手鞭XX
602,ドラゴンテイル,龙尾鞭
603,竜鱗の鞭,龙鳞制鞭
604,蛇妖鞭,""
605,グレイプニル,格雷普尼尔
606,竜妖鞭,龙妖鞭
607,オリハルコンの鞭,奥利哈钢制鞭
608,グレイプニル・インフ,格雷普尼尔・因夫
609,プリズムビュート,棱镜鞭
610,烈火竜鞭,烈火龙鞭
611,流星の鞭,流星制鞭
612,破邪流星鞭,""
613,覇蛇流星鞭,霸蛇流星鞭
614,グレイプニル・リリス,格雷普尼尔・莉莉丝
615,女王の鞭,女王的鞭
616,ウロボロスの鞭,衔尾蛇之鞭
617,テンタクルウィップZXL,触手鞭ZXL
618,禁鞭,""
619,ピューリタン,清教徒
620,三頭竜,三头龙
622,詩人の竪琴,诗人的竖琴
623,鉄の竪琴,铁制竖琴
624,風の竪琴,风的竖琴
625,金の竪琴,金制竖琴
626,エルフの竪琴,精灵的竖琴
627,大地の竪琴,大地的竖琴
628,水の竪琴,水的竖琴
629,祝福の竪琴,祝福的竖琴
630,ミスリルの竪琴,秘银制竖琴
631,奇跡の竪琴,奇迹的竖琴
632,魔獣の竪琴,魔兽的竖琴
633,ラミアの竪琴,拉米亚的竖琴
634,スキュラの竪琴,斯库拉的竖琴
635,クリスタルの竪琴,水晶制竖琴
636,妖精のハープ,妖精的竖琴
637,ねこまたのハープ,猫又的竖琴
638,竜鱗の竪琴,龙鳞制竖琴
639,陰陽の竪琴,阴阳的竖琴
640,スライムの竪琴,史莱姆的竖琴
641,ドラゴンの竪琴,龙的竖琴
642,オリハルコンの竪琴,奥利哈钢制竖琴
643,イリスの竪琴,伊莉丝的竖琴
644,虹の竪琴,虹制竖琴
645,精霊のハープ,精灵的竖琴
646,紅蓮の竪琴,红莲的竖琴
647,イデアの竪琴,伊迪亚的竖琴
648,アヌビスのハープ,阿努比斯的竖琴
649,流星の竪琴,流星制竖琴
650,堕天の竪琴,堕天竖琴
651,古代の竪琴,古代竖琴
652,黄泉の琵琶,黄泉琵琶
653,マーメイドの竪琴,人鱼竖琴
654,アヌビス・スカラベ,阿努比斯・斯克拉贝
655,大精霊のハープ,大精灵之琴
657,ブーメラン,回旋镖
658,おさかなブーメラン,鱼回旋镖
659,おさかなブーメラン改,鱼回旋镖改
660,鉄のブーメラン,铁制回旋镖
661,円月輪,圆月轮
662,金のブーメラン,金制回旋镖
663,おさかなブーメランカスタム,鱼回旋镖定制
664,珊瑚のブーメラン,珊瑚回旋镖
665,大自然のおさかなブーメラン,大自然鱼回旋镖
666,刃のブーメラン,刃之回旋镖
667,大自然のおさかなブーメラン＋,大自然鱼回旋镖+
668,マキナブーメラン,器械回旋镖
669,ミスリルブーメラン,秘银制回旋镖
670,炎のブーメラン,火焰回旋镖
671,大自然のおさかなブーメラン＋＋,大自然鱼回旋镖++
672,竜炎のブーメラン,龙炎回旋镖
673,マキナブーメランDX,器械回旋镖DX
674,クリスタルブーメラン,水晶制回旋镖
675,ホークアイ,鹰眼
676,触手の大自然おさかなメラン,触手的大自然鱼回旋镖
677,サンダーホークアイ,雷鹰眼
678,竜鱗のブーメラン,龙鳞制回旋镖
679,ライジングサン,升阳
680,毒触手自然おさかなメラン,毒触手自然鱼回旋镖
681,ライジングサン・マキナ,升阳・器械
682,オリハルコンブーメラン,奥利哈钢制回旋镖
683,スラッシュエッジ,斩击刃
684,森羅万象おさかなメラン,森罗万象鱼回旋镖
685,虹のブーメラン,虹制回旋镖
686,灼熱のブーメラン,灼热回旋镖
687,エンジェルおさかなメラン,天使鱼回旋镖
688,シューティングスター,流星
689,流星のブーメラン,流星制回旋镖
690,彗星のブーメラン,彗星回旋镖
691,フレイムエッジ,火焰刃
692,スダルサナ,善见神轮
693,フロストエッジ,霜冻之刃
694,華の彗星,华丽的彗星
695,ジェティルおさかなメラン,外邦人鱼回旋镖
696,プラズマエッジ,等离子之刃
697,神光のスダルサナ,神光的善见神轮
699,鎖鉄球,锁链铁球
700,鉄の鉄球,铁制铁球
701,鉄の鉄球改,铁制铁球改
702,金の鉄球,金制铁球
703,大地の鉄球,大地铁球
704,大地の鉄球改,大地铁球改
705,ミスリルの鉄球,秘银制铁球
706,猛牛の鉄球,猛牛铁球
707,小鬼の鉄球,小鬼铁球
708,クリスタルフレイル,水晶铁球
709,クリスタルフレイル・アクア,水晶铁球・水
710,クリスタルフレイル・サンダー,水晶铁球・雷
711,竜鱗の鉄球,龙鳞制铁球
712,鬼神鉄球,鬼神铁球
713,メデューサの鉄球,美杜莎铁球
714,オリハルコンの鉄球,奥利哈钢制铁球
715,虹の鉄球,虹制铁球
716,獣神の鉄球,兽神铁球
717,魔王の鉄球,魔王铁球
718,流星の鉄球,流星制铁球
719,覇獣の鉄球,霸兽铁球
720,破城鉄球,破城铁球
721,ヨルムンガンド,耶梦加得
722,国崩し,国崩
723,破天鉄球,破天铁球
725,丈夫な扇子,坚固的扇子
726,鉄の扇,铁制扇
727,白羽扇,""
728,ゴージャス白羽扇,豪华白羽扇
729,金の扇,金制扇
730,さざなみの扇,涟漪扇
731,三尾扇,""
732,淫魔の扇,淫魔扇
733,ミスリルの扇,秘银制扇
734,ミスリルの扇改,秘银制扇改
735,クリスタルの扇,水晶制扇
736,夢の扇,梦之扇
737,六尾扇,""
738,竜鱗の扇,龙鳞制扇
739,あやかし蛇扇,妖蛇扇
740,暗黒扇,暗黑扇
741,オリハルコンの扇,奥利哈钢制扇
742,大波扇,大浪扇
743,虹の扇,虹制扇
744,精霊の扇,精灵扇
745,芭蕉扇,""
746,流星の扇,流星制扇
747,魔浄扇,魔净扇
748,九尾扇,""
749,ステージスター,舞台之星
750,サバトの扇,萨巴特扇
751,神霊の扇,神灵扇
752,月の扇,月之扇
754,包丁,菜刀
755,鉄の包丁,铁制菜刀
756,金の包丁,金制菜刀
757,蛇包丁,蛇菜刀
758,ミスリルの包丁,秘银制菜刀
759,屍包丁,尸菜刀
760,クリスタルの包丁,水晶制菜刀
761,式神包丁,式神菜刀
762,竜鱗の包丁,龙鳞制菜刀
763,鬼包丁,鬼菜刀
764,鬼神包丁,鬼神菜刀
765,オリハルコンの包丁,奥利哈钢制菜刀
766,虹の包丁,虹制菜刀
767,紅蓮包丁,红莲菜刀
768,流星の包丁,流星制菜刀
769,魔神包丁,""
770,不思議な包丁,神奇包丁
771,人斬り包丁,斩人包丁
772,神秘の包丁,神秘包丁
774,旅商人のそろばん,旅行商人的算盘
775,鉄のそろばん,铁制算盘
776,金のそろばん,金制算盘
777,妖精のそろばん,妖精算盘
778,マキナのそろばん,器械的算盘
779,ミスリルのそろばん,秘银制算盘
780,マキナのそろばん改,器械的算盘改
