ID,名称,中文名称
74,フォレストエルフカスタム,森精灵定制铠甲
75,ドラゴンメイル,龙铠甲
76,紅武者の鎧,红武士之铠
77,ドラゴンメイル改,龙铠甲改
78,クリスタルメイル,水晶铠甲
79,クリスタルメイル改,水晶铠甲改
80,シルバーアーマー,白银铠甲
81,竜鱗の鎧,龙鳞制铠
82,朱雀の鎧,朱雀之铠
83,竜鱗の鎧・強殻,龙鳞制铠・强壳
84,ジェネラルメイル,将军铠甲
85,マクシミリアン,马克西米利安式板甲
86,オリハルコンの鎧,奥利哈钢制铠
87,オリハルコンの鎧改,奥利哈钢制铠改
88,ブレイブアーマー,勇气铠甲
89,マキシマムブレイブ,极限勇气
90,プリズムメイル,棱镜铠甲
91,プリズムメイル・エア,棱镜铠甲・风
92,グロリアスアーマー,光荣铠甲
93,グロリアスヘブン,荣耀天堂
94,流星の鎧,流星制之铠
95,流星の聖鎧,流星制圣铠
96,流星の魔鎧,流星制魔铠
97,ハインリヒの鎧,海因里希之铠
98,源氏の鎧,源氏之铠
99,蛇帝衣ラミアンティーヌ,蛇帝衣拉米亚提努
100,無敵重装,无敌重装
101,グレイトマキシム,伟大麦克斯姆
102,ドラゴンメイル参式,龙铠参式
104,亀の甲羅,龟的甲壳
105,鉄の甲羅,铁制甲壳
106,金の甲羅,金制甲壳
107,大地の甲羅,大地的甲壳
108,ミスリルの甲羅,秘银制甲壳
109,トゲ付き甲羅,带刺甲壳
110,クリスタルの甲羅,水晶制甲壳
111,マジカル甲羅,魔法甲壳
112,竜鱗の甲羅,龙鳞制甲壳
113,河童の甲羅,河童甲壳
114,紅蓮の甲羅,红莲甲壳
115,オリハルコンの甲羅,奥利哈钢制甲壳
116,神秘の甲羅,神秘甲壳
117,虹の甲羅,虹制甲壳
118,灼熱の甲羅,灼热甲壳
119,流星の甲羅,流星制甲壳
120,悪魔の甲羅,恶魔甲壳
122,木綿のローブ,木绵长袍
123,シルクのローブ,丝绸长袍
124,ハーピーローブ,哈比长袍
125,癒しのローブ,治愈长袍
126,白のローブ,白长袍
127,黒のローブ,黑色长袍
128,緑のローブ,绿长袍
129,茶のローブ,茶长袍
130,青のローブ,蓝长袍
131,白銀のローブ,白银长袍
132,白金のローブ,白金长袍
133,ドグマローブ,教义长袍
134,マーメイドローブ,人鱼长袍
135,天使のローブ,天使长袍
136,陰陽ローブ,阴阳长袍
137,ドラゴンローブ,龙长袍
138,ダブルドラゴンローブ,双龙长袍
139,吸血鬼のローブ,吸血鬼长袍
140,エレメンタルローブ,元素长袍
141,ディジョンローブ,第戎长袍
142,ローブオブロード,长袍主宰
143,九尾のローブ,九尾长袍
144,ガイアのローブ,盖亚长袍
145,メルティローブ,梅尔蒂长袍
146,フラワーロード,花之主宰
148,革のドレス,皮革礼服
149,パーティドレス,派对礼服
150,ふわふわドレス,蓬松礼服
151,ラミアンドレス,拉米亚礼服
152,ホワイトドレス,白色礼服
153,花のドレス,花之礼服
154,水の羽衣,水之羽衣
155,水の羽衣改,水之羽衣改
156,レインボードレス,彩虹礼服
157,プリンセスドレス,公主礼服
158,プリンセスティアーズ,公主之泪
159,エンプレスドレス,皇后礼服
160,九尾のドレス,九尾礼服
161,マスカレード,假面舞会
163,あぶない水着,危险泳装
164,バニースーツ,兔女郎装
165,貝殻水着,贝壳泳装
166,小悪魔バニースーツ,小恶魔兔女郎套装
167,ダンサースーツ,舞者套装
168,ピンクのレオタード,粉色紧身衣
169,魔法のビキニ,魔法比基尼
170,サキュバスビスチェ,魅魔胸衣
171,魔香のビスチェ,魔香胸衣
172,天使のレオタード,天使紧身衣
173,神秘のビキニ,神秘比基尼
174,大天使のブラ,大天使胸衣
176,丈夫な帽子,结实的帽子
177,冒険家の帽子,冒险家的帽子
178,冒険家の帽子改,冒险家的帽子改
179,羽付き帽子,羽毛帽
180,ゴージャス羽付き帽子,豪华羽毛帽
181,バンダナ,头巾
182,エンリカの帽子,恩里卡的帽子
183,カウボーイハット,牛仔帽
184,カウボーイハット改,牛仔帽改
185,ロイヤルハット,皇家帽
186,ロイヤルハット・呪髪,皇家帽子・咒发
187,紅の帽子,红帽子
188,紅猫の帽子,红猫帽子
189,黒頭巾,黑头巾
190,黒頭巾改,黑头巾改
191,紅頭巾,红头巾
193,ブロンズメット,青铜头盔
194,アイアンヘルム,铁头盔
195,珊瑚の兜,珊瑚之盔
196,聖珊瑚の兜,神圣珊瑚之盔
197,ミスリルヘルム,秘银头盔
198,オックスヘルム,牛角之盔
199,グレイトホーン,巨角头盔
200,パイレーツメット,海贼头盔
201,大海賊の兜,大海贼之盔
203,ゴールドヘルム,黄金头盔
204,鉄仮面,铁面具
205,鉄仮面改,铁面具改
206,ジェネラルヘルム,将军头盔
207,アースジェネラル,大地将军
208,クリスタルヘルム,水晶头盔
209,クリスタルヘルム改,水晶头盔改
210,バトルヘルム,战斗头盔
211,竜鱗の兜,龙鳞制头盔
212,もののふの兜,武士之盔
213,青龍の兜,青龙之盔
214,鬼武者の兜,鬼武者之盔
215,グレートヘルム,巨盔
216,レッドヘルム,红头盔
217,オリハルコンの兜,奥利哈钢制头盔
218,オリハルコンの兜改,奥利哈钢制头盔改
219,プリズムヘルム,棱镜头盔
220,プリズムヘルム・マリン,棱镜头盔・海
221,タイガーヘルム,虎盔
222,タイガーヘブン,虎天盔
223,流星の兜,流星制头盔
224,流星の聖兜,流星制圣头盔
225,流星の魔兜,流星制魔头盔
226,ハインリヒの兜,海因里希之盔
227,源氏の兜,源氏之盔
228,修羅の兜,修罗之盔
229,マキナヘッド,器械头盔
230,東覇青龍の兜,东霸青龙之盔
231,竜虎の兜,龙虎之盔
232,桜花修羅兜,樱花修罗盔
234,魔導師の帽子,魔导师的帽子
235,アイアンサークレット,铁头环
236,疾風のサークレット,疾风头环
237,ゴールドサークレット,黄金头环
238,奈落のサークレット,奈落头环
239,大地のサークレット,大地头环
240,大海のサークレット,大海头环
241,ミスリルサークレット,秘银头环
242,ミスリルサークレット・エア,秘银头环・风
243,ミスリルサークレット・アース,秘银头环・土
244,クリスタルサークレット,水晶头环
245,マーメイドサークレット,人鱼头环
246,妖狐のサークレット,妖狐头环
247,竜鱗のサークレット,龙鳞制头环
248,陰陽の烏帽子,阴阳乌帽子
249,ネクロサークレット,死灵头环
250,オリハルコンサークレット,奥利哈钢制头环
251,虹のサークレット,虹制头环
252,エレメンタルサークレット,元素头环
253,ディジョンサークレット,第戎头环
254,流星のサークレット,流星制头环
255,ドラゴンサークレット,龙之头环
256,九尾の烏帽子,九尾乌帽
257,怒りのサークレット,愤怒头环
259,綺麗なティアラ,美丽冠饰
260,安らぎのティアラ,安宁冠饰
261,ゴールドティアラ,黄金冠饰
262,ホーリーティアラ,神圣冠饰
263,ラミアンクラウン,拉米亚王冠
264,ヒュプノクラウン,催眠王冠
265,マーメイドクラウン,人鱼王冠
266,メデューサクラウン,美杜莎王冠
267,ティアラオブティアーズ,泪之冠饰
268,祝福のヴェール,祝福之面纱
269,ロイヤルクラウン,皇家王冠
270,ガイアのティアラ,盖亚之冠饰
272,木の盾,木盾
273,木の盾改,改良木盾
274,軽量シールド,轻量盾
275,フェザーシールド,羽盾
276,シャインディフレクター,闪光反射盾
277,マジカルシールド,魔法盾
279,皮の盾,皮盾
280,青銅の盾,青铜盾
281,青銅の盾改,青铜盾改
282,アイアンシールド,铁盾
283,風の盾,风之盾
284,珊瑚の盾,珊瑚盾
285,大海の盾,大海盾
286,ミスリルシールド,秘银盾
287,ミスリルシールド・エア,秘银盾・风
288,ミスリルシールド・アース,秘银盾・土
289,ミスリルシールド・アクア,秘银盾・水
290,河童の盾,河童盾
291,水鏡の盾,水镜盾
292,イージスの盾,埃癸斯之盾
294,ゴールドシールド,金盾
295,フレイムシールド,火焰之盾
296,アイスシールド,冰霜之盾
297,ゴールドシールド改,金盾改
298,聖なる盾,神圣之盾
299,聖なる盾改,神圣之盾改
300,ダークシールド,黑暗之盾
301,ダークシールド改,黑暗之盾改
302,ドラゴンシールド,龙之盾牌
303,ドラゴンシールド改,龙之盾牌改
304,クリスタルの盾,水晶制盾
305,クリスタルの盾改,水晶制盾改
306,バトルシールド,战斗之盾
307,竜鱗の盾,龙鳞制盾
308,玄武の盾,玄武之盾
309,竜鱗の盾・強殻,龙鳞制盾・强壳
310,グレートシールド,巨盾
311,レッドシールド,红盾
312,オリハルコンの盾,奥利哈钢制盾
313,オリハルコンの盾改,奥利哈钢制盾改
314,プリズムシールド,棱镜盾
315,プリズムシールド・マグナ,棱镜盾・玛格纳
316,超装甲板,""
317,自己増殖装甲板,自我增殖装甲板
318,流星の盾,流星制盾
319,流星の聖盾,流星制圣盾
320,流星の魔盾,流星制魔盾
321,ハインリヒの盾,海因里希之盾
322,源氏の盾,源氏之盾
323,ホプリテス,霍普利特
324,スクトゥム,斯库托姆
325,明星の盾,明星之盾
326,ダブルドラゴンシールド,双龙之盾牌
327,北覇玄武の盾,北霸玄武之盾
328,ミラーシールド,镜盾
329,熾天使の盾,炽天使之盾
330,アサルトシールド,突击盾
331,バイオナノシールド,生化纳米盾
333,ヴィンテージチュニック,复古束腰外衣
334,竜石,龙石
335,クリプティドレス,克里普提礼服
336,クリプティリボン,克里普提缎带
337,黒猫の骨,黑猫之骨
338,エンプティドレス,空灵礼服
339,夢魔の微笑み,梦魔的微笑
340,KUハンドレッド,KU100
341,純白の魔雫,纯白的魔力之滴
342,魔姫の黄金結晶,魔姬的黄金结晶
343,ヴカトゥスの魔衣,维卡托斯的魔衣
344,隷属の首輪,隶属的项圈
345,饗宴のドレス,盛宴的礼服
346,夜空の帯,夜空的腰带
347,統べる冠,统领之冠
348,おひつじさま,小羊大人
349,リア・マーク42,""
350,鎮魂玉,镇魂玉
351,粘液クリーム,粘液膏霜
352,腕部強化ユニットM-ε,腕部强化单元M-ε
353,邪雅,""
354,毘沙門天の闘衣,毗沙门天的斗衣
355,韋駄天の下駄,韦驮天的木屐
356,六魂幡,""
357,鬼酒の瓢箪壺,鬼酒葫芦壶
358,色狐の衣,色狐的衣裳
359,色狐の髪留め,色狐的发饰
360,翼魔の鎧,翼魔之铠
361,光り輝く兜,闪亮的头盔
362,影の盾,影之盾
363,愛のペンダント,爱之吊坠
364,マギ・クロス,玛吉・克罗斯
365,旋風の腕輪,旋风手镯
366,太陽神の兜,太阳神之盔
367,天使の守護,天使的守护
368,アリスカード,爱丽丝卡片
369,悪魔のヘアバンド,恶魔发圈
370,ロードオブデスカード,冥界女王卡片
371,ドッペルゲンガーカード,死灵卡片
372,オシリスカード,俄塞里斯卡片
373,ゴーストリングカード,幽灵波利卡片
374,番天印,""
375,傾世元禳,倾世元禳
376,金霞帽,""
377,風火輪,风火轮
378,八卦鏡,八卦镜
379,千烈手甲,""
380,魔剣装束,魔剑装束
381,まほろばのお守り,宝福山的护身符
385,シーフの疾風衣,盗贼的疾风衣
386,一級市民の服,一级市民的服装
387,リリスのセーター,莉莉丝的毛衣
388,パンデモニウム＋,万魔殿＋
389,医者の白衣,医生的白大褂
390,技師の白衣,技师的白大褂
391,竜脈の巫女服,龙脉的巫女服
392,銃士のコート,铳手的长大衣
393,神民服,""
394,パンデモニウム＋＋,万魔殿＋＋
395,傀儡師装束,傀儡师装束
396,ヒーロースーツ,英雄套装
397,銃士のコート・改,铳手大衣・改
398,侵蝕されたコート,被侵蚀的大衣
399,医者の白衣・改,医生白大褂・改
400,技師の白衣・改,技师白大褂・改
401,輝光神服,辉光神服
402,ナイチンゲール,南丁格尔
403,サンタナ,桑塔纳
404,ガンスリンガーコート,枪手大衣
405,求道者の白衣,求道者白衣
406,求道者の黒衣,求道者黑衣
407,ジャスティススーツ,正义套装
408,ブレイブフォース,勇气之力
409,カムイ,神威
410,プロトコルゼロ,零协议
411,求道者の白衣・瞑目,求道者的白衣・瞑目
412,求道者の黒衣・紬碧,求道者的黑衣・绢碧
413,ナイトメアセーター,噩梦毛衣
414,ブレイブフルフォース,勇气之力
415,侵蝕され尽くしたコート,被侵蚀殆尽的斗篷
417,狩人の衣,猎人的衣服
418,上忍の衣,上忍之衣
419,グリーンハンター,绿色猎人
420,無限闘衣,无限斗衣
421,熾天使の闘衣,炽天使的斗衣
422,淫魔闘衣,淫魔斗衣
423,大剣豪の衣,大剑豪的衣
424,インフィニティアサルト,无限突击
425,オシリスの闘衣,奥西里斯的斗衣
426,極忍龍衣,极忍龙衣
427,極淫艶衣,极淫艳衣
428,熾天使の闘衣・聖誅,炽天使的斗衣・圣诛
429,影衣,""
430,エメラルドハート,翡翠之心
431,天剣の衣,天剑之衣
432,アンリミテッドアサルト,无限突击
433,怒りのドラゴン,愤怒的龙
434,シオンの闘衣,锡安的战斗服
435,神闘衣オシリス,神斗衣奥西里斯
436,リリスの魔装束,莉莉丝的魔装束
438,試作複合素材プレート,试作复合材料胸甲
439,商人の胸当て,商人胸甲
440,獣の胸当て,兽胸甲
441,海賊の胸当て,海贼胸甲
442,ワイルドタイガー,狂野虎
443,疾風の胸当て,疾风胸甲
444,アークチェスト,弧光胸甲
445,大商人の胸当て,大商人胸甲
446,大海賊の胸当て,大海贼胸甲
447,軽複合素材プレート,轻复合材料胸甲
448,ネクストアーク,次世代弧光
449,触手まみれの胸当て,触手缠绕胸甲
450,神聖なる胸当て,神圣胸甲
451,竜の胸当て,龙之胸甲
452,聖皇の胸当て,圣皇制胸甲
453,闇皇の胸当て,暗皇制胸甲
454,スピードガード,速度护甲
455,聖竜の胸当て,圣龙胸甲
456,軽複合素材プレート・改,轻复合材料胸甲・改
457,ヒルベルト変換装甲,希尔伯特转换装甲
458,月虹の胸当て,月虹制胸甲
459,ラストアーク,最终弧光
460,ワールドトレーダー,世界商人
461,触手装甲,""
462,タイドタイガー,潮汐虎
463,無の胸当て,無制胸甲
464,バッカニア,巴卡尼亚
465,ヘルメスガード,赫尔墨斯护甲
466,アトラス,阿特拉斯
467,神竜の胸当て,神龙胸甲
468,ヒルベルト増幅装甲・最終型,希尔伯特增幅装甲・最终型
469,最後の胸当て,最终之胸甲
471,ハイエンジェルクロス,高阶天使十字
472,神仙の鎧,神仙之铠
473,黒騎士の鎧,黑骑士之铠
474,バトラーアームズ,战士之铠
475,神仙万華鎧,神仙万华铠
476,四精万華鎧,四精万华铠
477,ハインの黒鎧,海因的黑铠
478,月虹の鎧,月虹制铠
479,エレメントガード,元素守护
480,ハインの輝黒鎧,海因的辉黑铠
481,屍者の黒鎧,尸者的黑铠
482,ゴッドクロス,神之十字
483,メンアットアームズ,武器在手
484,原罪の蛇,原罪之蛇
485,混沌の鎧,混沌之铠
486,紅星の鎧,红星之铠
488,南覇朱雀の鎧,南霸朱雀之铠
489,七色華鎧,七色华铠
490,グロリアスオズマ,辉煌奥兹玛
491,覇竜の鎧,霸龙之铠
492,ギガントマキシム,巨型麦克斯
493,増殖重装,增殖重装
494,冥府の鎧,冥府之铠
495,聖皇の鎧,圣皇制铠
496,真・聖皇の鎧,真・圣皇制铠
497,闇皇の鎧,暗皇制铠
498,真・闇皇の鎧,真・暗皇制铠
499,バハムートメイル,巴哈姆特之铠
500,魔王の鎧,魔王之铠
501,英雄の鎧,英雄之铠
502,邪神の鎧,邪神之铠
503,昏き鎧,昏暗之铠
504,天軍の鎧,天军之铠
505,八色万華鎧,八色万华铠
506,飛竜鎧,飞龙铠
507,真・覇竜の鎧,真・霸龙之铠
508,黄泉の鎧,黄泉之铠
509,無の鎧,無制铠
510,グロリアスオメガ,辉煌欧米伽
511,アテナの鎧,雅典娜之铠
512,灰燼の王,灰烬之王
513,闇の慟哭,暗之恸哭
514,ヘビーパワード,重型动力
515,エキドナ,厄喀德那
516,楯無,楯无
517,四聖南覇朱雀の鎧,四圣南霸朱雀之铠
518,源氏の鎧・マガツ,源氏之铠・祸津
519,最後の鎧,最终之铠
520,覇竜炎帝の鎧,霸龙炎帝之铠
521,冥府黄泉桜鎧,冥府黄泉樱铠
522,覇天鎧アテナ,霸天铠雅典娜
523,英雄の輝鎧,英雄的光辉铠
524,天軍聖鎧,天军神圣铠
525,神機装甲XIII,神机装甲XIII
526,魔閤覇王鎧,魔阁霸王铠
527,魔帝衣グレゴリア,魔帝衣格雷戈里亚
528,邪神覇皇の鎧,邪神霸皇铠
529,魔神の鎧,魔神之铠
530,英雄の夢幻鎧,英雄的梦幻铠
531,混沌英雄の鎧,混沌英雄之铠
533,大自然の甲羅,大自然的甲壳
534,粘魔の甲羅,粘魔的甲壳
535,剛蟲の甲羅,刚虫的甲壳
536,百獣の甲羅,百兽的甲壳
537,森羅の甲羅,森罗的甲壳
538,無限粘魔の甲羅,无限粘魔的甲壳
539,神蟲の甲羅,神虫的甲壳
540,聖皇の甲羅,圣皇制甲壳
541,闇皇の甲羅,暗皇制甲壳
542,モルボルの甲羅,魔界花的甲壳
543,月虹の甲羅,月虹制甲壳
544,森羅万象の甲羅,森罗万象的甲壳
545,ヌルヌール,滑溜溜
546,マイティビートル,强力甲虫
547,プレセペ,普雷塞佩
548,無の甲羅,無制甲壳
549,ナノデバイス,纳米设备
550,ガイアガーダー,大地守护者
551,ハイブマインド,蜂巢思维
552,魔甲アルケロン,魔甲阿尔凯隆
553,侵蝕された甲羅,被侵蚀的甲壳
554,リボンズシェル,缎带甲壳
555,最後の甲羅,最终之甲壳
557,白聖のローブ,白圣袍
558,科学者のローブ,科学者长袍
559,熾天使のローブ,炽天使长袍
560,オーシャンローブ,海洋长袍
561,メルティロード,梅尔蒂主宰
562,神聖なるローブ,神圣长袍
563,暗黒のローブ,暗黑长袍
564,終末のローブ,终末长袍
565,神仙九尾ローブ,神仙九尾长袍
566,世界樹のローブ,世界树长袍
567,バハムートローブ,巴哈姆特长袍
568,メカニカルローブ,机械长袍
569,熾天使のローブ・聖災,炽天使长袍・圣灾
570,ニライカナイ,龙宫
571,魔装バハムートロード,魔装巴哈姆特主宰
572,無のローブ,無制长袍
573,永劫のローブ,永恒长袍
574,終焉のローブ,终结长袍
575,次元侵蝕者のローブ,次元侵蚀者长袍
576,プラネットガイア,行星盖亚
577,フィロソフィア,哲学
578,デバイスロード,机械主宰
579,グノーシスローブ,格诺西丝长袍
580,混沌のローブ,混沌长袍
581,聖百合のローブ,圣百合之袍
582,九尾の魔装,九尾魔装
583,千樹華音のローブ,千树华音之袍
584,カナデローブ,祸抚袍
585,終末ワンダーランド,终末仙境
586,永劫と終焉のローブ,永劫与终焉之袍
587,輪廻のローブ,轮回之袍
588,神々の足跡,众神的足迹
589,奈落の纏,奈落之缠
591,チャンピオンドレス,冠军礼服
592,灰をかぶったドレス,披着灰烬的礼服
593,光のドレス,光之礼服
594,神姫のドレス,神姬的礼服
595,炎竜姫のドレス,炎龙姬的礼服
596,血を啜るドレス,吸血礼服
597,凍てつく女王のドレス,冰冻女王的礼服
598,天空のドレス,天空的礼服
599,マスタードレス,大师礼服
600,大天使のドレス,大天使的礼服
601,アイドルドレス,偶像礼服
602,女神のドレス,女神的礼服
603,シンデレラ,灰姑娘
604,黒ノ衣,黑之衣
605,コノハナサクヤ,此花咲耶
606,ニヴルヘイム,尼福尔海姆
607,昏き深海のドレス,昏暗深海之礼服
608,創世のドレス,创世之礼服
609,マテリアルガール,材料女孩
610,守護天使のドレス,守护天使的礼服
611,グランドマスタードレス,至尊大师礼服
612,ドールズクィーン,人偶女王
613,究極神姫のドレス,究极神姬的礼服
614,カオスドレス,混沌礼服
615,創世開闢女神のドレス,创世开辟女神的礼服
617,ミラクルビスチェ,奇迹比基尼
618,あぶなすぎる水着,危险至极的泳装
619,大天使のレオタード,大天使的紧身衣
620,灼熱水着,灼热泳装
621,淫らなる極みの水着,淫荡至极的泳装
622,竜のレオタード,龙之紧身衣
623,大淫魔のビスチェ,大淫魔的比基尼
624,エデンの衣,伊甸的衣
625,赤竜のレオタード,赤龙之紧身衣
626,メカニックビキニ,机械比基尼
627,ガイアレオタード,盖亚紧身衣
628,エレメンタルビスチェ,元素比基尼
629,混沌のブラ,混沌胸罩
630,女神のレオタード,女神的紧身衣
631,リリスのビスチェ,莉莉丝的比基尼
632,エデンの衣・聖威,伊甸之衣・圣威
633,叛逆天使の墜落,叛逆天使的坠落
634,明星の聖衣,黎明之星的圣衣
635,四精霊のビスチェ,四精灵比基尼
636,エロスの化身,爱欲的化身
637,オルギア,奥尔吉亚
638,超神乳のブラ,超神乳胸罩
639,レッドロマンス,红色浪漫
640,マーベルレオタード,奇迹紧身衣
641,ラブアンドガイア,爱与盖亚
642,深き混沌のブラ,深层混沌之胸罩
643,サイボーグビキニ,赛博格比基尼
644,トリプルエデンの衣,三重伊甸之衣
645,ナイトメアビスチェ,夜魔胸衣
646,聖衣・黙示二十七ノ明星,圣衣・默示二十七之星
647,聖母の薄衣,圣母的薄衣
648,ディーノサイド,迪诺赛德
649,ナノレオタード,纳米紧身衣
650,バビロンの大淫婦,巴比伦的大淫妇
652,シーフのバンダナ,盗贼的头巾
653,一級市民の帽子,一级市民的帽子
654,メイドカチューシャ,女仆头巾
655,ロイヤルハット・蛇髪,皇家帽子・蛇发
656,高性能バイザー,高性能面罩
657,海賊の帽子,海贼的帽子
658,神紅帽子,神红帽子
659,大海賊の帽子,大海贼的帽子
660,傀儡師の帽子,傀儡师的帽子
661,ベテランカチューシャ,资深女仆头巾
662,怪盗の帽子,怪盗的帽子
663,試作型ラプラスバイザー,试作型拉普拉斯护目镜
664,天空の帽子,天空的帽子
665,侵蝕された帽子,被侵蚀的帽子
666,神紅龍帽,神红龙帽
667,ロイヤルハット・神髪,皇家帽子・神发
668,アルセーヌ,阿尔塞恩
669,ベレニケハット,贝勒尼基帽
670,アドバンスドバイザー,高级护目镜
671,蒼穹の大翼,苍穹大翼
672,アンチライフマター,反生命物质
673,クィーンロイヤル,皇家女王
674,求道者の黒頭巾,求道者黑头巾
675,ブーストメイデン,侍奉女仆
676,紅闘気,红斗气
677,パイレーツクィーン,海盗女王
678,量子観測バイザー,量子观测护目镜
679,求道者の黒頭巾・流影,求道者的黑头巾・流影
680,白兎帽子,白兔帽子
681,死神フード,死神兜帽
682,侵蝕され尽くした帽子,被侵蚀殆尽的帽子
683,永劫の白兎帽子,永劫的白兔帽子
684,終焉の死神フード,终焉的死神兜帽
686,抗う者の兜,反抗者之盔
687,神速の兜,神速之盔
688,武功の兜,武功之盔
689,レジスタンス,反抗军
690,スピードスター,速度之星
691,ヒーローヘルメット,英雄头盔
692,栄光の兜,荣耀之盔
693,ドラゴンホーン,龙角
694,海賊神の兜,海贼神之盔
695,オートフォース,自动力量
696,CHコンバーター,CH转换器
697,月虹の兜,月虹制头盔
698,イェニ・チェリ,耶尼・切里
699,螺旋竜角兜,螺旋龙角盔
700,マスターパイレーツ,海盗大师
701,ジャスティスメット,正义头盔
702,竜角神速の兜,龙角神速之盔
703,栄輝の兜,荣耀之盔
704,CHエクスコンバーター,CH超转换器
705,混沌の兜,混沌之盔
706,紅星の兜,红星之盔
708,覇竜の兜,霸龙之盔
709,セーフガード,守护者
710,天武者の兜,天武者之盔
711,神機ヘッド,神机头盔
712,魔王の兜,魔王之盔
713,王者の兜,王者之盔
714,冥府の兜,冥府之盔
715,聖皇の兜,圣皇制头盔
716,真・聖皇の兜,真・圣皇制头盔
717,闇皇の兜,暗皇制头盔
718,真・闇皇の兜,真・暗皇制头盔
719,セーフガード・ハイ,安全卫士・高
720,英雄の兜,英雄之盔
721,邪神の兜,邪神之盔
722,超重滅兜,超重灭之盔
723,昏き兜,昏暗之盔
724,天軍の兜,天军之盔
725,光の竜虎,光之龙虎
726,桜花闇修羅兜,樱花暗修罗之盔
727,真・覇竜の兜,真・霸龙之盔
728,黄泉の兜,黄泉之盔
729,無の兜,無制头盔
730,神武者の兜,神武者之盔
731,支配する者,支配者
732,闇の咆吼,暗之咆哮
733,ハイセキュリティー,高安全性
734,究極超重滅兜,究极超重灭盔
735,四聖東覇青龍の兜,四圣东霸青龙之盔
736,源氏の兜・マガツ,源氏之盔・祸津
737,最後の兜,最终之头盔
738,覇竜炎帝の兜,霸龙炎帝之盔
739,冥府黄泉神守,""
740,英雄の輝兜,英雄的光辉盔
741,天軍聖兜,天军圣盔
742,最終神機ヘッドXA,最终神机头部XA
743,魔閤覇王兜,魔阁霸王盔
744,魔を統べる者の兜,统御魔物者之盔
745,邪神覇皇の兜,邪神霸皇之盔
746,魔神の兜,魔神之盔
747,英雄の夢幻兜,英雄的梦幻盔
748,混沌英雄の兜,混沌英雄之盔
750,栄光のサークレット,荣耀头环
751,白華のサークレット,白华头环
752,マーメイドウィザード,人鱼巫师
753,召喚士のサークレット,召唤士的头环
754,ダブルドラゴンサークレット,双龙头环
755,神罰のサークレット,神罚头环
756,ホーリーサークレット,圣洁头环
757,ダークサークレット,暗影头环
758,侵蝕されたサークレット,被侵蚀的头环
759,聖皇のサークレット,圣皇制头环
760,闇皇のサークレット,暗皇制头环
761,ラストソーサラー,最后的术士
762,四精霊のサークレット,四精灵头环
763,冥王のサークレット,冥王头环
764,聖魔兎々,圣魔兔兔
765,月虹のサークレット,月虹制头环
766,四精霊のロンド,四精灵的旋律
767,断罪のサークレット,断罪头环
768,サイ・ワーム,心灵蠕虫
