ID,名称,中文名称
162,インプの尻尾,小恶魔的尾巴
163,魔葉,魔叶
164,野獣の爪,野兽之爪
165,ネバネバ粘液,黏糊糊粘液
166,混沌の石,混沌之石
167,硬い針,硬针
168,綺麗な羽根,美丽的羽毛
169,不思議などんぐり,不可思议的橡果
170,涙の凝石,泪之凝石
171,綺麗な珊瑚,美丽的珊瑚
172,混沌の欠片,混沌的碎片
173,丈夫な蹄,坚固的蹄
174,ふわふわしっぽ,蓬松尾巴
175,蜘蛛の糸,蜘蛛之丝
176,頑丈な貝殻,坚固的贝壳
177,にゅるにゅるゼリー,滑溜溜果冻
178,ラミアの尾,拉米亚的尾巴
179,あやしい触手,诡异的触手
180,貴重な羊皮紙,珍贵的羊皮纸
181,淫魔の尻尾,淫魔的尾巴
182,魔獣の爪,魔兽之爪
183,精巧な歯車,精巧的齿轮
184,キメラ細胞,奇美拉细胞
185,幽霊の髪,幽灵的头发
186,ゾンビパウダー,僵尸粉
187,涙の宝石,泪之宝石
188,妖精のどんぐり,妖精的橡果
189,猛牛の角,猛牛之角
190,スキュラの触手,斯库拉的触手
191,サボテンの棘,仙人掌的刺
192,不思議な羽根,不可思议的羽毛
193,魅惑の蛇尾,魅惑的蛇尾
194,鋭い牙,尖牙
195,魔力の結晶,魔力的结晶
196,小鬼の角,小鬼之角
197,竜の鱗,龙鳞
198,混沌の結晶,混沌的结晶
199,ドグマ細胞,教义细胞
200,理知の歯車,理智的齿轮
201,魔虫の表皮,魔虫的表皮
202,巻き付く触手,缠绕的触手
203,式紙,式纸
204,人魚の鱗,人鱼的鳞片
205,アルラウネの花,阿娜温的花
206,猫のヒゲ,猫的胡须
207,マジカル鱗粉,魔法鳞粉
208,マジカルエキス,魔法精华
209,ふかふかしっぽ,蓬松的尾巴
210,妖怪の髪,妖怪的头发
211,魔性の蛇尾,魔性的蛇尾
212,河童の皿,河童之盘
213,猛牛の蹄,猛牛的蹄
214,魔虫の羽根,魔虫之羽
215,鬼の角,鬼之角
216,不思議な葉っぱ,不可思议的叶子
217,猛毒の針,猛毒的针
218,ぐにゅぐにゅゼリー,咕啾咕啾的果冻
219,魔導の歯車,魔导齿轮
220,メデューサの蛇,美杜莎的蛇
221,ネクロパウダー,死灵粉末
222,艶めかしい尻尾,艳丽的尾巴
223,竜の牙,龙的牙齿
224,夜の黒片,夜的黑片
225,イリス細胞,伊莉丝细胞
226,大海の珊瑚,大海的珊瑚
227,輝く羽根,闪耀的羽毛
228,大一角,""
229,精霊のどんぐり,精灵的橡果
230,涙の魔石,泪的魔石
231,魔虫の甲殻,魔虫的甲壳
232,艶めかしい花びら,艳丽的花瓣
233,傀儡歯車,傀儡齿轮
234,神秘の鱗,神秘的鳞片
235,混沌の塊,混沌的块
236,妖力の結晶,妖力的结晶
237,真竜の牙,真龙的牙齿
238,狂獣の爪,狂兽的爪子
239,きらめく結晶,闪耀的结晶
240,イデア細胞,伊迪亚细胞
241,天使の羽根,天使的羽毛
242,もふもふしっぽ,毛绒绒的尾巴
243,禍々しい結晶,不祥的结晶
244,覇獣の爪,霸兽的爪子
245,覇蛇の蛇尾,霸蛇的蛇尾
246,覇虫の針,霸虫的针
247,覇竜の牙,霸龙的牙齿
248,えるえるゼリー,咕噜咕噜果冻
249,奇跡の卵,奇迹的蛋
250,神代紙,神代纸
251,妖艶なる尻尾,妖艳的尾巴
252,奇跡の羽根,奇迹的羽毛
253,カオストロン,混沌之核
254,強靱なる蛇尾,坚韧的蛇尾
255,昂ぶる触手,昂扬的触手
256,恩寵の羽根,恩宠的羽毛
257,偉大なる花びら,伟大的花瓣
258,メルティゼリー,甜蜜果冻
259,深海の鱗,深海之鳞
260,超力の結晶,超力结晶
261,神蟲の鱗粉,神虫鳞粉
262,神々しい花びら,神圣花瓣
263,神物の破片,神物碎片
264,オズマ細胞,奥兹玛细胞
265,ナノ歯車,纳米齿轮
266,絶美の尻尾,绝美尾巴
267,極竜の牙,极龙之牙
268,無限細胞,无限细胞
269,終蟲の甲殻,终虫甲壳
270,億蛇の蛇尾,亿蛇尾巴
271,天空の羽根,天空之羽
272,黒のアリス細胞,黑之爱丽丝细胞
273,ハインリヒ細胞,海因里希细胞
274,ゾンビハート,僵尸心脏
275,最後の竜牙,最终之龙牙
276,ルカ細胞,鲁卡细胞
277,究極の羽根,究极之羽
278,最終歯車,最终齿轮
279,ネクストコア,次世代核心
280,エレメントコア,元素核心
281,最後の結晶,最终之结晶
282,蛭蟲細胞,蛭虫细胞
283,カオスニウム,混沌结晶
284,シヴァの髪,湿婆的头发
285,モルボルの花びら,魔界花的花瓣
286,地獄の触手,地狱的触手
287,世界蛇尾,""
288,魔王人形のコア,魔王人偶的核心
289,アルファ細胞,阿尔法细胞
290,オメガ細胞,欧米伽细胞
301,りんご,苹果
302,みかん,橘子
303,ぶどう,葡萄
304,さくらんぼ,樱桃
305,バナナ,香蕉
306,きゅうり,黄瓜
307,キャベツ,卷心菜
308,はくさい,白菜
309,レタス,生菜
310,にんじん,胡萝卜
311,なすび,茄子
312,大根,白萝卜
313,トマト,番茄
314,ピーマン,青椒
315,ネギ,葱
316,タマネギ,洋葱
317,にんにく,大蒜
318,しいたけ,香菇
319,じゃがいも,土豆
320,とうもろこし,玉米
321,とうがらし,辣椒
322,さかな,鱼
323,鯛,鲷鱼
324,タコ,章鱼
325,イカ,鱿鱼
326,カニ,蟹
327,エビ,虾
328,うなぎ,鳗鱼
329,肉,""
330,鳥足,鸟足
331,ソーセージ,香肠
332,豆腐,""
333,あぶらあげ,油豆腐
334,かつおぶし,鲣鱼干
335,のり,海苔
336,あんこ,豆沙
337,イチゴジャム,草莓酱
338,小麦粉,面粉
339,カレー粉,咖喱粉
340,たまご,鸡蛋
341,チーズ,奶酪
342,ミルク,牛奶
343,パン,面包
344,ノアパン,诺亚长棍面包
345,クロワッサン,牛角面包
346,あんぱん,红豆面包
347,カレーパン,咖喱面包
348,メロンパン,蜜瓜包
349,やきそばパン,炒面面包
350,チョココロネ,巧克力螺旋面包
351,プレッツェル,扭结面包
352,かにぱん,螃蟹面包
353,コロッケパン,可乐饼面包
354,焼肉パン,烤肉面包
355,エッグベーグルサンド,鸡蛋贝果三明治
356,サーモンベーグルサンド,鲑鱼贝果三明治
357,サンドウイッチ,三明治
358,ハンバーガー,汉堡
359,ピザ,披萨
360,ライス,米饭
361,おにぎり,饭团
362,特上おにぎり,特级饭团
363,カレーライス,咖喱饭
364,オムライス,蛋包饭
365,チャーハン,炒饭
366,カニタマ,蟹玉丼
367,パエリア,海鲜饭
368,お寿司,寿司
369,特上寿司,""
370,いなりずし,稻荷寿司
371,牛丼,牛丼
372,うな重,鳗鱼饭
373,お子様ランチ,儿童午餐
374,ねこごはん,猫饭
375,目玉焼き,荷包蛋
376,ハンバーグ,汉堡肉
377,ステーキ,牛排
378,すきやき,寿喜烧
379,コロッケ,可乐饼
380,野菜炒め,炒蔬菜
381,野菜サラダ,蔬菜沙拉
382,フルーツサラダ,水果沙拉
383,焼き魚,烤鱼
384,さしみ,生鱼片
385,焼き鳥,烤鸡串
386,ローストチキン,烤鸡
387,てんぷら,天妇罗
388,エビチリ,虾仁炒饭
389,味噌汁,味噌汤
390,クリームシチュー,奶油炖菜
391,トマトスープ,番茄汤
392,ジャイアンシチュー,胖虎炖菜
393,グラタン,奶汁烤菜
394,スパゲティ,意大利面
395,お好み焼き,御好烧
396,おでん,关东煮
397,お鍋,火锅
398,麻婆豆腐,""
399,揚げ出し豆腐,炸豆腐
400,おそば,荞麦面
401,きつねうどん,狐狸乌冬面
402,ホットドッグ,热狗
403,たこ焼き,章鱼烧
404,たいやき,鲷鱼烧
405,肉まん,肉包
406,あんまん,豆沙包
407,ピザまん,披萨包子
408,おだんご,团子
409,あまあまだんご,甜甜团子
410,三色だんご,三色团子
411,かしわもち,柏饼
412,うさぎもち,兔子年糕
413,焼きいも,烤红薯
414,チョコレート,巧克力
415,ホワイトハートチョコ,白心巧克力
416,くまさんチョコ,熊熊巧克力
417,ケーキ,蛋糕
418,チョコケーキ,巧克力蛋糕
419,ロールケーキ,蛋糕卷
420,ウェディングケーキ,婚礼蛋糕
421,エクレア,闪电泡芙
422,ゼリー,果冻
423,プリン,布丁
424,アイスクリーム,冰淇淋
425,パフェ,芭菲
426,コーラ,可乐
427,コーヒー,咖啡
428,ビール,啤酒
429,ノアワイン,诺亚葡萄酒
430,ゴルドカクテル,戈尔德鸡尾酒
431,ヤマタイ酒,邪马台酒
432,ほしにく,干肉
433,スルメ,鱿鱼干
434,ビスケット,饼干
435,アメ玉,糖球
436,ハチミツ,蜂蜜
437,焼きヒトデ,烤海星
438,焼きイソギンチャク,烤海葵
439,焼きウミウシ,烤海蛞蝓
440,イモリの蒸し焼き,干蒸蝾螈
441,セミの抜け殻,蝉蜕
442,魚の骨,鱼骨
443,毒キノコ,毒蘑菇
444,ドクロ,骷髅
445,雑草,杂草
446,どんぐり,橡果
447,松ぼっくり,松果
448,カブトムシ,独角仙
449,石コロ,石头
450,ちぃぱっぱ,叽啪啪
451,リュウグウノツカイ,皇带鱼
452,ラブカ,皱鳃鲨
453,シーラカンス,腔棘鱼
454,古代寿司,""
455,アルティメットサラダ,究极沙拉
456,究極の牛丼,究极牛丼
457,妖精のパフェ,妖精的芭菲
458,超絶美酒・夢天,超绝美酒・梦天
459,カオスシチュー,混沌炖菜
460,しあわせミルク,幸福牛奶
500,奉精のオーブ,奉精宝珠
501,ポケット魔王城,口袋魔王城
502,倉庫の鍵,仓库之钥
503,兵士の鍵,士兵之钥
504,勇気の証,勇气之证
505,冥府の鍵,冥府之钥
506,スラムの鍵,贫民窟之钥
507,お楽しみチケット,娱乐票
508,世界樹の実,世界树的果实
509,ナメクジメダル,蛞蝓奖章
510,マルケルスの手紙,马鲁塞勒斯的信
511,癒しの貝殻,治愈之贝壳
512,エルフィリン,精灵菲林
513,海神の鈴,海神之铃
514,導きの玉,引导之玉
515,スルメ,鱿鱼干
516,四精霊信仰とその源流,四精灵信仰及其起源
517,シャーリー夫人の恋人,夏莉夫人的恋人
518,魔導懸糸,魔导悬丝
519,ラザロの紹介状,拉扎罗的介绍信
520,スフィンクスの血,斯芬克斯之血
521,破惑の宝玉,破惑之宝玉
522,ネロのメガネ,尼禄的眼镜
523,ラ・クロワのノート,拉・克罗瓦的笔记
524,信仰の証,信仰的证明
525,星晶砂,""
526,アグリストーン,阿格里斯石
527,サキちゃんパス,萨琪酱通行证
528,たつのこの手紙,龙之子的信
529,海賊旗,海贼旗
530,魔導学園の鍵,魔导学园之钥
531,謎の招待状,谜之邀请函
532,友情の牛角,友情之牛角
533,アンチワープキャンセラー,反传送消除器
534,船長室の鍵,船长室之钥
535,宝物庫の鍵,宝物库之钥
536,エナジーお菓子,能量糖果
537,レッドオーブ,红色宝珠
538,ブルーオーブ,蓝色宝珠
539,グリーンオーブ,绿色宝珠
540,イエローオーブ,黄色宝珠
541,パープルオーブ,紫色宝珠
542,シルバーオーブ,银色宝珠
543,トポロジカル呪符,拓扑咒符
544,開運の招き猫,开运招财猫
545,海賊の財宝,海贼的财宝
546,仙境の甘露,仙境的甘露
547,吸血鬼の涙,吸血鬼的眼泪
548,七鴉の鏡,七鸦之镜
549,シルバートロフィー,银质奖杯
550,ゴールドトロフィー,金质奖杯
551,闘士のバッジ,斗士徽章
552,竜鍛冶の槌,龙锻冶之锤
553,銀竜像,银龙像
554,聖霊粉,圣灵粉
555,カモメ草の種,海鸥草的种子
556,光の苗,光之苗
557,レミナのカードキー,雷米娜的钥匙卡
558,投票権,投票权
559,王宮の絨毯,王宫的地毯
560,かくれんぼトロフィー,捉迷藏奖杯
561,普通の魚,普通的鱼
562,うまい魚,美味的鱼
563,まずい魚,难吃的鱼
564,エッチな本,色色的书
565,混沌の鍵,混沌之钥
566,たまも玉,玉藻球
567,エルフの鍵,精灵之钥
568,ワープストーンNHA,传送石NHA
569,ワープストーンASH,传送石ASH
570,ワープストーンOFB,传送石OFB
571,ワープストーンVRL,传送石VRL
572,ワープストーンNAX,传送石NAX
573,ワープストーンSSS,传送石SSS
574,乗車定期券A,乘车定期券A
575,イリアスクロイツの紹介状,伊莉娅丝十字的介绍信
576,アミラの紹介状,亚米拉的介绍信
577,乗車定期券B,乘车定期券B
578,ミトラの鍵,米特拉之钥
579,特別汽船許可書,特别汽船许可证
580,重要区画の鍵,重要区域之钥
581,エヴァのガラクタ,伊娃的破烂
582,ゴルド植物園のチケット,戈尔德植物园的门票
583,セレブの招待状,名流的邀请函
584,封牢の鍵,封牢之钥
585,慈愛の薔薇,慈爱的玫瑰
586,水精の珊瑚,水精的珊瑚
587,妖精のケーキ,妖精的蛋糕
588,影の鍵,影之钥
589,紬ぐ鍵,䌷之钥
590,魔界で最もエッチな本,魔界最色情之书
591,試作型荷電粒子砲,试作型荷电粒子炮
592,ヘビ人形,蛇人偶
593,イカ人形,乌贼人偶
594,神の鍵,神之钥
595,打神鞭の破片,打神鞭的碎片
596,真実の鏡,真实之镜
597,邪神城の鍵,邪神城之钥
601,営業許可証,营业许可证
602,入営許可証,入伍许可证
603,東方秘伝書,东方秘传书
604,ガリアン部族の教え,加利亚部族的教诲
605,召喚師の盟約書,召唤师的盟约书
606,銃器取扱証,枪械操作证
607,魔法少女の契約書,魔法少女的契约书
608,特定海洋事業許可証,特定海洋事业许可证
609,正義を守るのに免許はいらない,守护正义不需要许可证
610,占術事業許可証,占卜业务许可证
611,バトルファッカーの証,BF斗士的证明
612,博士号証書,博士学位证书
613,マキナ取扱許可証,器械操作许可证
614,魔芸秘伝書,魔艺秘传书
615,情報屋の掟,情报贩子的规矩
616,調理師免許,厨师执照
617,医療免許,医疗执照
618,メイド許可証,女仆许可证
619,高貴な家系図,高贵的家谱
620,王の証,王的证明
621,洗礼の刻印,洗礼之印记
622,武神の魂,武神之魂
623,拳神の魂,拳神之魂
624,剛力の魂,刚力之魂
625,疾風の魂,疾风之魂
626,魔導の魂,魔导之魂
627,狩人の魂,猎人之魂
628,淫らな魂,淫荡之魂
629,マキナの極み,器械的极致
630,魔芸の極み,魔艺的极致
631,科学の極み,科学的极致
632,スター魂,明星之魂
633,海賊王の証,海贼王的证明
634,クィーンファッカーの証,BF女王的证明
635,ジャスティスベルト,正义腰带
636,裏のライセンス,暗之许可证
637,ジョブ魂,职业之魂
638,リリィの研究成果,莉莉的研究成果
639,まねきねこ,招财猫
640,ゴーレムの印,魔像之印
641,女神の光,女神之光
642,邪神の闇,邪神之暗
643,古神の証,古神的证明
644,女王戴冠の書,女王加冕之书
645,九尾玉,""
646,混沌の輝光,混沌的光辉
657,魔人玉,""
658,魔神玉,""
659,教会製VII式追加兵装,教会制VII式追加兵装
660,アポトーシスドグマ,凋零者教条
661,サイコシャード,念动碎片
662,ノーブルオーブ,高贵之珠
663,あやかしの呪符,妖怪的符咒
664,キャプテンシールド,盾队长
665,武の封印玉,武之封印玉
666,光の封印玉,光之封印玉
667,闇の封印玉,暗之封印玉
668,虐の封印玉,虐之封印玉
669,倭の封印玉,倭之封印玉
670,華の封印玉,华之封印玉
671,求道の封印玉,求道之封印玉
672,職の封印玉,职之封印玉
673,戦を制する者の書,制战者之书
674,森羅万象の書,森罗万象之书
675,魔女のソウル,魔女之魂
676,千の武器を扱う法,千武器操控法
677,ソーサラースプリームの証,至高魔法师的证明
678,アルティメットハート,究极之心
679,コズミックチケット,宇宙票
680,千職万来,千职万来
681,覇王の書,霸王之书
682,エクセルシオール,破界英雄
700,オートボウガン,自动弩
701,バイオブラスト,生化爆破
702,ブラストボイス,爆破音波
703,デュエルカノン,决斗加农炮
704,オーシャンアンカー,海洋锚
705,スティンガー,毒刺
706,火炎放射器,火焰喷射器
707,電束放射器,电束发射器
708,マシンバルカン,火神机炮
709,高周波カッター,高频切割器
710,キルリアンレンジ,基尔里安力场
711,トライパニッシャー,三重惩罚者
712,電磁アーマー,电磁装甲
713,ドリル,钻头
714,超震動ブレード,超震动刀刃
715,MLRS,""
716,ビームデスサイズ,光束死亡镰刀
717,ハイペリオン,亥伯龙神
718,エルドリッジ,埃尔德里奇
719,8.8cm滅魔教会砲,""
720,反粒子レールガン,反粒子轨道炮
721,ラグナロク,诸神黄昏
722,ウィークメーカー,弱点制造者
723,クァンタセイバー,量子之刃
724,SOL,""
725,荷電粒子加速砲,荷电粒子加速炮
726,陽子ビームキャノン,质子光束加农炮
727,神殺しのチェーンソー,弑神链锯
728,次元崩壊ランチャー,次元崩坏发射器
731,全テヲ癒ス禁璧,治愈一切的禁璧
732,破滅事象ノ禁璧,破灭事象的禁壁
733,剣ヲ極メシ禁璧,剑之极致的禁璧
734,全テヲ穿ツ禁璧,贯穿一切的禁璧
735,全テヲ壊ス禁璧,破坏一切的禁璧
736,拳ヲ極メシ禁璧,拳之极致的禁璧
737,全テヲ護ル禁璧,守护一切的禁璧
738,千ノ武具ヲ極メシ禁璧,千种装备之极致的禁璧
739,全テヲ識ル禁璧,全知者的禁璧
740,全テヲ撃チ抜ク禁璧,全能击穿者的禁璧
741,音ヨリモ速キ禁璧,超音速的禁璧
742,極マリシ偶像ノ禁璧,极致偶像的禁璧
743,快楽ヲ極メシ禁璧,快乐极致的禁璧
744,真理ヲ探究スル禁璧,探究真理的禁璧
745,万職ヲ極メシ仕事人ノ禁璧,万职极尽的工匠的禁璧
746,英雄王ノ禁璧,英雄王的禁璧
747,ジャッジメントの禁璧,审判者的禁璧
748,ワールドブレイカーの禁璧,世界破坏者的禁璧
749,職無キ者ノ禁璧,无职者的禁璧
750,もんむす・くえすと！の禁璧,勇者大战魔物娘！的禁璧
751,魔神の封印玉,魔神的封印玉
752,ワームサマナーの封印玉,蠕虫召唤师的封印玉
753,妖魔の封印玉,妖魔的封印玉
754,亜人の封印玉,亚人的封印玉
755,サキュバスの封印玉,魅魔的封印玉
756,吸血鬼の封印玉,吸血鬼的封印玉
757,マーメイドの封印玉,人鱼的封印玉
758,エルフの封印玉,精灵的封印玉
759,フェアリーの封印玉,妖精的封印玉
760,スライムの封印玉,史莱姆的封印玉
761,魔獣の封印玉,魔兽的封印玉
762,妖狐の封印玉,妖狐的封印玉
763,ラミアの封印玉,拉米亚的封印玉
764,スキュラの封印玉,斯库拉的封印玉
765,ハーピーの封印玉,哈比的封印玉
766,ドラゴンの封印玉,龙的封印玉
767,陸棲種の封印玉,陆栖种的封印玉
768,海棲種の封印玉,海栖种的封印玉
769,魔蟲の封印玉,魔虫的封印玉
770,アルラウネの封印玉,阿娜温的封印玉
771,ゾンビの封印玉,僵尸的封印玉
772,ゴーストの封印玉,幽灵的封印玉
773,ドールの封印玉,人偶的封印玉
774,キメラの封印玉,奇美拉的封印玉
775,天使の封印玉,天使的封印玉
776,ロイドの封印玉,机器人的封印玉
777,巨人の封印玉,巨人的封印玉
778,アポトーシスの封印玉,凋零者的封印玉
779,魔神の禁璧,魔神的禁壁
780,ワームサマナーの禁璧,蠕虫召唤师的禁壁
781,妖魔の禁璧,妖魔的禁璧
782,亜人の禁璧,亚人的禁璧
783,サキュバスの禁璧,魅魔的禁璧
784,吸血鬼の禁璧,吸血鬼的禁璧
785,マーメイドの禁璧,人鱼的禁璧
786,エルフの禁璧,精灵的禁璧
787,フェアリーの禁璧,妖精的禁璧
788,スライムの禁璧,史莱姆的禁璧
789,魔獣の禁璧,魔兽的禁璧
790,妖狐の禁璧,妖狐的禁璧
791,ラミアの禁璧,拉米亚的禁璧
792,スキュラの禁璧,斯库拉的禁璧
793,ハーピーの禁璧,哈比的禁璧
794,ドラゴンの禁璧,龙的禁璧
795,陸棲種の禁璧,陆栖种的禁璧
796,海棲種の禁璧,海栖种的禁璧
797,魔蟲の禁璧,魔虫的禁璧
798,アルラウネの禁璧,阿娜温的禁璧
799,ゾンビの禁璧,僵尸的禁璧
800,ゴーストの禁璧,幽灵的禁璧
801,ドールの禁璧,人偶的禁璧
802,キメラの禁璧,奇美拉的禁璧
803,天使の禁璧,天使的禁璧
804,ロイドの禁璧,机器人的禁璧
805,巨人の禁璧,巨人的禁璧
806,アポトーシスの禁璧,凋零者的禁璧
807,使徒の禁璧,使徒的禁璧
808,女神の禁璧,女神的禁璧
809,邪神の禁璧,邪神的禁璧
810,第三の神の禁璧,第三神的禁璧
811,カオスの禁璧,混沌的禁璧
812,混沌の精霊の禁璧,混沌的精灵的禁璧
813,デウスエクスマキナの禁璧,机械降神的禁璧
821,神の涙石,神的泪石
822,神様のどんぐり,神大人的橡果
823,きらきらゼリー,闪闪发光的果冻
824,黙示の羽根,启示的羽毛
825,ダークマター,暗物质
826,白面のしっぽ,白面的尾巴
827,深淵の触手,深渊的触手
828,侵蝕の粘液,侵蚀的粘液
829,蒼天の羽根,苍天的羽毛
830,究極の針,究极的针
831,魔界樹の花びら,魔界树的花瓣
832,魔海の珊瑚,魔海的珊瑚
833,竜王の牙,龙王的牙齿
834,シャインエキス,闪耀精华
835,超蛭蟲細胞,超蛭虫细胞
836,偏在兎,偏在兔
837,神々しい角,神圣的角
838,魔王の蛇尾,魔王的蛇尾
839,冥府の髪,冥府的头发
840,超無限細胞,超无限细胞
841,ドッペル細胞Σ,克隆体细胞Σ
842,高次半導体,高次半导体
843,終焉の結晶,终焉的结晶
844,大淫魔の尻尾,大淫魔的尾巴
845,神獣の爪,神兽的爪
846,神威の羽根,神威的羽毛
847,アンノウンセル,未知之卵
848,永遠の鱗,永恒的鳞片
849,悪夢の胞子,恶梦的孢子
850,冥界のパウダー,冥界的粉末
851,量子の歯車,量子的齿轮
852,ゼロマター,零物质
853,メギドの結晶,米吉多的结晶
854,集合意識の甲殻,集合意识的甲壳
855,世界樹の花びら,世界树的花瓣
856,不滅の黒片,不灭的黑片
857,グランエキス,格兰精华
858,大淫婦の尻尾,大淫妇的尾巴
859,牛魔王の角,牛魔王的角
860,Q極細胞,Q极细胞
861,災厄の結晶,灾厄的结晶
862,栄光の角,荣耀的角
863,竜神の牙,龙神的牙齿
864,虹色の羽根,彩虹色的羽毛
865,時の歯車,时间的齿轮
866,オメガコア,欧米伽核心
867,古神の依代,古神的依代
868,ハイエレメントコア,高阶元素核心
869,エキドナの蛇尾,厄喀德那的蛇尾
870,名状しがたき触手,难以名状的触手
871,次元浸食細胞,次元浸蚀细胞
872,ヌル細胞,努尔细胞
873,テラ甲殻,大地甲壳
874,包丁の破片,菜刀的碎片
875,永劫の羽根,永劫的羽根
876,虚夢の欠片,虚梦的碎片
877,勇者の魂,勇者的魂
878,カオスマター,混沌物质
879,紅蓮の瞳,红莲之瞳
880,雷土の結晶石,雷土的结晶石
881,混沌水銀,混沌水银
882,侵蝕する触手,侵蚀的触手
883,ゴッドライト,神光
884,魔王核熱結晶,魔王核热结晶
885,熾天使の羽根,炽天使的羽毛
886,根源の闇,根源的黑暗
887,反物質,反物质
888,アルテマコア,究极核心
889,ビッグバンの結晶,大爆炸的结晶
890,ビッグクランチの結晶,大收缩的结晶
900,大きなメダル,大奖章
901,混沌薬草,混沌药草
902,最終薬草,最终药草
903,カオスの霊薬,混沌的灵药
904,最後の霊薬,最终之灵药
905,カオスドリンク,混沌饮料
906,ファイナルドリンク,最终饮料
907,不死鳥の魂,不死鸟之魂
908,グランドエリクシル,大万能药
909,ハーピーの無限羽,哈比无尽之羽
910,導きの無限糸,引导无尽之线
911,巨人の秘薬,巨人的秘药
912,魔神の秘薬,魔神的秘药
913,賢者の秘薬,贤者的秘药
914,女神の秘薬,女神的秘药
915,闘士の秘薬,斗士的秘药
916,鬼神の秘薬,鬼神的秘药
917,カンフル,强心剂
918,ワクチン,疫苗
919,命の神実,生命之神果
920,不思議な神実,不可思议的神实
921,力の神種,力量的神种
922,守りの神種,守护的神种
923,魔力の神種,魔力的神种
924,精神の神種,精神的神种
925,素早さの神種,敏捷的神种
926,器用さの神種,灵巧的神种
927,禁忌の種,禁忌之种
928,禁職の種,禁职之种
929,禁種の種,禁种之种
930,カオスルビー,混沌红宝石
931,カオスアメジスト,混沌紫水晶
932,カオストルマリン,混沌电气石
933,カオスエメラルド,混沌翡翠
934,カオストパーズ,混沌黄玉
935,カオスサファイア,混沌蓝宝石
936,カオスダイヤモンド,混沌钻石
937,カオスクリスタル,混沌水晶
938,聖皇の手裏剣,圣皇制手里剑
939,闇皇の手裏剣,暗皇制手里剑
940,月虹の手裏剣,月虹制手里剑
941,無の手裏剣,無制手里剑
942,最後の手裏剣,最终之手里剑
