ID,名称,中文名称
71,XX-7,""
72,リトルバグ,小虫
73,キャンサーロイド,巨蟹机器人
74,ブリュンヒルデ,布伦希尔德
75,ゴースト,幽灵
76,呪いの人形娘,诅咒人偶娘
77,ゾンビ剣士,僵尸剑士
78,ゾンビ娘,僵尸娘
79,ゾンビ娘,僵尸娘
80,ゾンビ娘,僵尸娘
81,ゾンビ娘,僵尸娘
82,フレデリカ,芙蕾德莉卡
83,クロム,库洛姆
84,エルフ,精灵
85,ブラウニーズ,棕精灵们
86,ツインズフェアリー,小仙子姐妹
87,フェアリーズ,小仙子们
88,フェアリーズ,小仙子们
89,フェアリーズ,小仙子们
90,フェアリーズ,小仙子们
91,フェアリーズ,小仙子们
92,フェアリーズ,小仙子们
93,シルフ,希尔芙
94,鎧の狂戦士,铠之狂战士
95,タランチュラ娘,塔兰图拉毒蛛娘
96,ミノタウロス娘,米诺陶洛斯娘
97,バンダースナッチ娘,攫速者娘
98,エヴァ,伊娃
99,サボレス,萨博雷斯
100,ムカデ娘,蜈蚣娘
101,サソリ娘,蝎娘
102,サボテン娘,仙人掌娘
103,ダチョウ娘,鸵鸟娘
104,ランプの魔女,神灯魔女
105,ミイラ娘,木乃伊娘
106,コブラ娘,眼镜蛇娘
107,ネフェルラミアス,奈夫顿拉米亚集团
108,スフィンクス,斯芬克斯
109,サラ,萨拉
110,アスタロト,阿斯塔洛特
111,ワニ娘,鳄鱼娘
112,サキ,萨琪
113,デビルファイター,恶魔战士
114,大蜘蛛,""
115,サックボア,榨精生物
116,アイアンメイデン,铁处女
117,ワームビレッジャ,蠕虫村姑
118,ウーストレル,乌斯托尔
119,蜜壺,蜜壶
120,リリィ,莉莉
121,小鬼,""
122,オナホ娘,飞机杯娘
123,ナーキュバス,护士魅魔
124,ルシア,露西亚
125,百々目鬼,百目鬼
126,リザードシーフ,蜥蜴盗贼
127,リザードシーフ,蜥蜴盗贼
128,リザードボス,蜥蜴首领
129,蜃気楼娘,海市蜃楼娘
130,アリジゴク娘,蚁狮娘
131,サンドワーム娘,沙虫娘
132,デザートスキュラ,沙漠斯库拉
133,ノーム,诺姆
134,ヴィタエ,薇塔耶
135,ヴェータラ,维塔拉
136,ヴァルト,瓦尔特
137,シニファ,希妮法
138,シャドー娘,影子娘
139,ガイストビーネ,画像娘
140,キメラホムンクルス,奇美拉人造人
141,アイアンメイデン改,铁处女改
142,ジャンクドール娘,废品人偶娘
143,アドラメレク,阿德拉梅莱克
144,アリスフィーズ16世,爱丽丝菲兹16世
145,死神,""
146,ラナエル,拉娜艾尔
147,ナガエル,娜迦艾尔
148,インプ,小恶魔
149,インプ,小恶魔
150,死神,""
151,きのこ娘,蘑菇娘
152,ノビスタドール娘,隐形虫娘
153,ウルスキュラ,狼首斯库拉
154,襖,袄
155,マーメイド,人鱼
156,商人マーメイド,商人人鱼
157,海賊マーメイド,海贼人鱼
158,一反木綿娘,一反木绵娘
159,一反木綿娘,一反木绵娘
160,一反木綿娘,一反木绵娘
161,ダゴン娘,达贡娘
162,人魂娘,人魂娘
163,アシェル,阿谢尔
164,ボニー,波妮
165,タツノコ海兵,龙之子海兵
166,ウミウシ海兵,海蛞蝓海兵
167,リヴァイアサン娘,利维坦娘
168,カエル娘,青蛙娘
169,カエル娘,青蛙娘
170,ケンタウロス娘,马人娘
171,アルラウネ,阿娜温
172,御菊蟲,御菊虫
173,幽霊娘,幽灵娘
174,ハコイリ,箱中千金
175,デュラハン,杜拉罕
176,ケルベロス,刻耳柏洛斯
177,アルマエルマ,阿露艾露玛
178,グランベリア,古兰贝莉娅
179,濡れ女,濡女
180,ハイミノタウロス,高阶米诺陶洛斯
181,ミズタウロス,米诺陶洛斯女士
182,ジニタウロス,技师米诺陶洛斯
183,斉天大聖,齐天大圣
184,牛魔王,""
185,くのいちエルフ,女忍精灵
186,サムライエルフ,武士精灵
187,雪女,""
188,ねこまた,猫又
189,あかなめ,垢舐鬼
190,河童,""
191,二口娘,二口娘
192,白蛇様,白蛇大人
193,巫女ラミア,巫女拉米亚
194,巫女アラクネ,巫女阿拉克涅
195,毛倡妓,""
196,ヤマタノオロチ,八岐大蛇
197,マジカルアゲハ,魔法凤蝶
198,マジカルフライ,魔法飞蛾
199,マジカルテントウ,魔法瓢虫
200,マジカルピクシー,魔法皮克西
201,マジカルエルフ,魔法精灵
202,マジカルサキュバス,魔法魅魔
203,メフィスト,梅菲斯特
204,カマキリ娘,螳螂娘
205,カイコ娘,蚕娘
206,アルラ・アルム,阿娜・阿尔姆
207,アルラ・ルーティー,阿娜・鲁蒂
208,アルラ・ボア,阿娜・吞噬藤
209,アルラ・パラソル,阿娜・伞菌
210,アルラ・プリズン,阿娜・囚笼花
211,アルラ・マッシュ,阿娜・菌菇
212,ドローシー,多萝西
213,ラフィ,拉菲
214,ディーナ,迪娜
215,アルラ・プリエステス,阿娜-普莉艾丝缇丝
216,モス娘,蛾娘
217,モスキート娘,蚊子娘
218,イモムシ娘,毛毛虫娘
219,スズメバチ娘,胡蜂娘
220,クィーン・ビー,蜂后
221,テスカトリポカ,特斯卡特利波卡
222,ケツァルコァトル,羽蛇神
223,グノーシス,格诺西丝
224,シオン,锡安
225,ジェリー娘,果冻娘
226,ブロブ娘,粘体娘
227,グリーンスライム,绿史莱姆
228,レッドスライム,红史莱姆
229,ブルースライム,蓝史莱姆
230,パープルスライム,紫史莱姆
231,ウンディーネ,温蒂妮
232,エルベティエ,艾露贝提耶
233,アリ娘,蚁娘
234,オートマータ娘,自动机娘
235,パイズリ人形,乳交人偶
236,スキュラ,斯库拉
237,メデューサ,美杜莎
238,あげは娘,凤蝶娘
239,ブロム娘,剧毒史莱姆娘
240,ウォーマー,沼泽毒尸
241,グール,食尸鬼
242,グール,食尸鬼
243,グール,食尸鬼
244,フェイクジェリー,假水母
245,ウィングハーピー,翼身哈比
246,ナイトハーピー,骑士哈比
247,マッドゴーレム娘,疯狂泥魔像娘
248,ゴーレム娘,魔像娘
249,ハナビラカマキリ娘,兰花螳螂娘
250,ブラックゴーレム,黑暗魔像
251,狐獣,狐兽
252,くのいち三尾,女忍三尾
253,もののふ四尾,武士四尾
254,クィーンアント,蚁后
255,リリス,莉莉丝
256,溶岩娘,熔岩娘
257,デーモンラミア,恶魔拉米亚
258,デーモンスキュラ,恶魔斯库拉
259,セイレーン,塞壬
260,サンゴ娘,珊瑚娘
261,ヒトデ娘,海星娘
262,ベルゼバブ,别西卜
263,ベルゼバブ,别西卜
264,ベルゼバブ,别西卜
265,アークジェリー,电弧水母
266,エルダースキュラ,长老斯库拉
267,ポセイドネス,波塞冬尼斯
268,サキュバス,魅魔
269,サキュバス,魅魔
270,サキュバス,魅魔
271,サキュバス,魅魔
272,メイキュバス,女仆魅魔
273,マキュバス,魔力魅魔
274,ミンキュバス,幼女魅魔
275,レンキュバス,吸能魅魔
276,サキュバス,魅魔
277,ナターシャ,娜塔莎
278,メイドスキュラ,女仆斯库拉
279,マダムインセクト,昆虫夫人
280,マダムアンブレラ,伞夫人
281,アラディア,阿拉迪亚
282,キャンディ,坎蒂
283,バジリスク娘,鸡蛇娘
284,ドラゴン娘,龙娘
285,サラマンダー,萨拉曼达
286,グランベリア,古兰贝莉娅
287,ゼラチナスキューブ娘,凝胶立方娘
288,妖鬼,""
289,虎娘,""
290,ヴァンパイア,吸血鬼
291,ジェライラ,杰莱拉
292,リボ・リボ,莉波・莉波
293,アンフィル,安菲尔
294,ツィンケル,辛克尔
295,リリス＆リリム,莉莉斯＆莉莉姆
296,エミリ,艾米莉
297,カサンドラ,卡桑德拉
298,ウィッチサキュバス,女巫魅魔
299,シーアネモネ,海百合
300,水龍娘,水龙娘
301,マンタ娘,蝠鲼娘
302,イッカク娘,独角鲸娘
303,トリックフェアリー,捣蛋小仙子
304,アマゾネスエルフ,亚马逊精灵
305,カーバンクル娘,卡班克尔娘
306,ジャイガンテック娘,巨人娘
307,クィーンフェアリー,妖精女王
308,クィーンエルフ,精灵女王
309,フォレストアルラウネ,森林阿娜温
310,フォレストドリアード,森林树精
311,ワルラウネ,恶娜温
312,ドリアード,树精
313,ドリアード,树精
314,クィーンアルラウネ,阿娜温女王
315,アジ・ダハーカ,阿兹・达哈卡
316,ナイトマーメイド,骑士人鱼
317,ジェネラルマーメイド,将军人鱼
318,ローレライ,罗蕾莱
319,エル,艾露
320,クィーンマーメイド,人鱼女王
321,アラクネ,阿拉克涅
322,アラクネ,阿拉克涅
323,アラクネ,阿拉克涅
324,あやし土蜘蛛,诡怪土蜘蛛
325,アラクネロード,阿拉克涅领主
326,アトラク＝ナクア,阿特拉克・纳克亚
327,蜘蛛之皇女,""
328,コンキスタ,征服者
329,ヴェンデッタ,仇杀者
330,エルダーヴァンパイア,长老吸血鬼
331,カーミラ,卡米拉
332,エリザベート,伊丽莎白
333,クィーンヴァンパイア,吸血鬼女王
334,マスターシャドウ,幽影之主
335,煙々羅,烟烟罗
336,麒麟,""
337,蛇骨女,""
338,ベヒーモス娘,贝希摩斯娘
339,ワイバーン,飞龙
340,巨竜娘,巨龙娘
341,モンクサキュバス,僧侣魅魔
342,モンクデーモン,僧侣恶魔
343,スキュラサーバント,斯库拉女仆
344,ヴィーヴル娘,薇薇尔娘
345,黒華,黑华
346,黒蛇,黑蛇
347,黒薔薇,黑蔷薇
348,黒のアリス,黑之爱丽丝
349,黒のアリス,黑之爱丽丝
350,黒のアリス,黑之爱丽丝
351,氷の魔女,冰之魔女
352,シロクマ娘,白熊娘
353,天使兵,""
354,天使兵,""
355,天使兵,""
356,天使兵,""
357,天使兵,""
358,トリニティ,三位一体
359,トリニティ,三位一体
360,トリニティ,三位一体
361,ウラヌス,乌拉诺斯
362,エリシエル,伊利西艾尔
363,キューピッド,丘比特
364,ヴァルキリー,瓦尔基里
365,エデン,伊甸
366,ヘリエル,海莉艾尔
367,アルシエル,艾尔西艾尔
368,ソニアマズダ,索尼娅・马兹达
369,ソニアマンユ,索尼娅・曼纽
370,ソニアカオス,索尼娅・卡奥斯
373,キメラビースト,奇美拉兽
374,S-2,""
375,A-3,""
376,AD-5,""
377,Q-5,""
378,フェルナンデス,费尔南德斯
379,タイタニア,缇坦妮雅
380,ロザ,罗莎
381,クィーンラミア,拉米亚女王
382,クィーンハーピー,哈比女王
383,クィーンスキュラ,斯库拉女王
384,玉藻,""
385,アルマエルマ,阿露艾露玛
386,ルカ・ホリィ,鲁卡・霍莉
387,ルカ・リノア,鲁卡・莉诺雅
388,ルカ・ハイネ,鲁卡・海涅
389,ルカ・キリエ,鲁卡・姬莉叶
390,フェルナンデス,费尔南德斯
391,タイタニア,缇坦妮雅
392,ロザ,罗莎
393,クィーンラミア,拉米亚女王
394,クィーンハーピー,哈比女王
395,クィーンスキュラ,斯库拉女王
396,嫉妬のルシア,嫉妒的露西亚
400,サキュバス,魅魔
401,サキュバス,魅魔
402,サキュバス,魅魔
403,サキュバス,魅魔
404,サキュバス,魅魔
405,マダムインセクト,昆虫夫人
406,マダムアンブレラ,伞夫人
407,エクスキューショナー,艾斯丘雪娜
408,ランパス,兰帕丝
409,妖狐,""
410,ミュスカ,缪丝卡
411,マーメイド,人鱼
412,ヒトデ娘,海星娘
413,セイレーン,塞壬
414,ミノタウロス娘,米诺陶洛斯娘
415,ハイミノタウロス,高阶米诺陶洛斯
416,ミズタウロス,米诺陶洛斯女士
417,ジニタウロス,技师米诺陶洛斯
418,デビルファイター,恶魔战士
419,アルラウネ,阿娜温
420,ベル,贝尔
421,リラ,莉拉
422,雪女,""
423,ねこまた,猫又
424,あかなめ,垢舐鬼
425,オーガトゥース,奥伽图丝
426,くのいちエルフ,女忍精灵
427,サムライエルフ,武士精灵
428,妖鬼,""
429,虎娘,""
430,ヴァンパイア,吸血鬼
431,デーモンラミア,恶魔拉米亚
432,デーモンスキュラ,恶魔斯库拉
433,ドラゴン娘,龙娘
434,サラマンダー,萨拉曼达
435,躯,""
436,躯,""
437,ネメア,涅梅雅
438,オートマータ娘,自动机娘
439,パイズリ人形,乳交人偶
440,くのいち三尾,女忍三尾
441,もののふ四尾,武士四尾
442,ターサ,塔莎
443,ミュゼット,缪泽特
444,サキュバス,魅魔
445,モンクサキュバス,僧侣魅魔
446,モンクデーモン,僧侣恶魔
447,スキュラサーバント,斯库拉女仆
448,フルビュア,芙尔维娅
449,ヴィヌム,薇诺姆
450,コンキスタ,征服者
451,ヴェンデッタ,仇杀者
452,アラクネロード,阿拉克涅领主
453,ローレライ,罗蕾莱
454,ミステルテイン,米斯特汀
455,ランパス,兰帕丝
456,妖狐,""
457,躯,""
458,キューピッド,丘比特
459,ヴァルキリー,瓦尔基里
460,ギルゴーン,吉尔贡
461,インプ,小恶魔
462,サキュバス,魅魔
463,シェスタ,谢丝塔
464,ライオット,莱奥特
465,ルクスル,露克斯
466,ヴァルト,瓦尔特
467,シニファ,希妮法
468,ジェライラ,杰莱拉
469,ツィンケル,辛克尔
470,ベル,贝尔
471,リラ,莉拉
472,ミュゼット,缪泽特
473,フルビュア,芙尔维娅
474,妲己,""
475,エスト,艾斯特
476,エスト,艾斯特
477,エクスキューショナー,艾斯丘雪娜
478,オーガトゥース,奥伽图丝
479,ミステルテイン,米斯特汀
480,ミュスカ,缪丝卡
481,ネメア,涅梅雅
482,ヴィヌム,薇诺姆
483,ベル,贝尔
484,リラ,莉拉
485,ミュゼット,缪泽特
486,フルビュア,芙尔维娅
487,ギルゴーン,吉尔贡
488,大明海,""
489,ターサ,塔莎
490,妲己,""
491,エスト,艾斯特
492,サキュバス,魅魔
493,ミミック娘,宝箱娘
494,サキュバス,魅魔
495,エクスキューショナー,艾斯丘雪娜
496,オーガトゥース,奥伽图丝
498,カサンドラ,卡桑德拉
499,クロムドールMk.I,""
501,ガルーダ,迦楼罗
502,コックローチ娘,蟑螂娘
503,スピードローチ,迅捷蟑螂
504,クィーンローチ,萝切尔女王
505,エルベティエ分裂体,艾露贝提耶分裂体
506,エルベティエ,艾露贝提耶
507,マジックポット,魔法壶
508,豆狸,""
509,上狸,""
510,忍狸,""
511,化け狸,化狸
512,隠神刑部狸,隐神刑部狸
513,黒狸,黑狸
514,ヒミコ,卑弥呼
515,くのいちエルフ,女忍精灵
516,くのいちエルフ,女忍精灵
517,くのいちエルフ,女忍精灵
518,くのいちサキュバス,女忍魅魔
519,くのいちハーピー,女忍哈比
520,くのいちスキュラ,女忍斯库拉
521,くのいちアラクネ,女忍阿拉克涅
522,エルフ姫,精灵公主
523,イザナミ,伊邪那美
524,鎧の狂戦士,铠之狂战士
525,八尾,""
526,エルダーサキュバス,长老魅魔
527,グランセントール,巨型半人马
528,エイビス娘,龙鸟娘
529,陰陽五尾,阴阳五尾
530,花魁六尾,""
531,黒華,黑华
532,黒蛇,黑蛇
533,黒薔薇,黑蔷薇
534,たまも,玉藻
535,エルベティエ,艾露贝提耶
536,グランベリア,古兰贝莉娅
537,ラファエラ,拉斐艾拉
538,シオン,锡安
539,グノーシス,格诺西丝
540,エデン,伊甸
541,アリスフィーズ15世,爱丽丝菲兹15世
542,モリガン,摩莉甘
543,アスタロト,阿斯塔洛特
544,サバサソウル,撒巴萨之魂
545,アモルドール,阿莫尔人偶
546,アモルラーム,阿莫尔忆体
547,アモルリーム,阿莫尔肢体
548,ペルセポネー,珀耳塞福涅
549,トリロバイト,三叶虫
550,ヘブンズゲート,天堂之门
551,ネフィリムウェポン,伟大兵器
552,ギガントウェポン,巨大兵器
554,マリエル,玛丽艾尔
555,淫乳天女,""
556,キメラテンタクル,奇美拉触手
557,グランディーネ,格兰蒂妮
558,アリエル,阿莉艾尔
559,ラナエル,拉娜艾尔
560,リファイール,利芙艾尔
561,ラプンツェル,长发公主
562,ナガエル,娜迦艾尔
563,キメラメデュラハン,奇美拉美杜拉罕
564,ノーマレン,诺玛伦
565,ラタエル,菈塔艾尔
566,リファイール,利芙艾尔
567,ガブリエラ,加百艾拉
568,ギリエル,吉莉艾尔
569,トルーパーロイド,士兵机器人
570,サビリエル,萨比莉艾尔
571,サビリエル,萨比莉艾尔
572,フェルナンデス,费尔南德斯
573,ウリエラ,乌列艾拉
574,ムズキエル,穆祖吉艾尔
575,シルキエル,希尔吉艾尔
576,サリエラ,沙利艾拉
577,ベリエル,贝莉艾尔
578,キメラプラント,奇美拉植物
579,リヴァエル,莉瓦艾尔
580,ギガマンドラ,千兆曼德拉
581,ハイヌウェレ,海奴韦莱
582,ドッペル,克隆体
583,ルカ・リノア,鲁卡・莉诺雅
584,キメラタン,奇美拉舌
585,キメラバグ,奇美拉虫
586,キメラスラッグ,奇美拉蛞蝓
587,キメラドリアード,奇美拉树精
588,鎧の狂戦士,铠之狂战士
589,カトブレパス,卡托布莱帕斯
590,テュポーン,堤丰
591,アンフィスバエナ,双头蛇
592,ラプラス,拉普拉斯
593,トラップテミス,陷阱忒弥斯
594,ツクヨミ,月读
595,フーリエル,傅里艾尔
596,ドレインプラント,榨精植物
597,ドレインロイド,榨精机器人
598,ハンディロイド,巧手机器人
599,メタトローネ,梅塔特隆妮
600,サンダルフォーネ,圣德芬妮
601,メイドエンジェル,女仆天使
602,コックエンジェル,厨师天使
603,ワイティエル,怀蒂艾尔
604,ラミアンロイド,拉米亚机器人
605,シオン,锡安
606,シオン,锡安
607,シオン,锡安
608,イリアス,伊莉娅丝
609,プルエル,普露艾尔
610,イヌエル,伊努艾尔
611,エンディエル,安迪艾尔
612,ホルミエル,霍尔米艾尔
613,レプリカント,新人类
614,ドッペル,克隆体
615,ルカ・キリエ,鲁卡・姬莉叶
616,キメラプリズン,奇美拉监狱
617,ジルフィ,吉尔菲
618,タイタニア,缇坦妮雅
619,マイコニド,蕈人
620,マタンゴ,玛坦戈
621,メルティモス,融蛾
622,メルティローズ,融蔷薇
623,キメラドリアード・ボア,奇美拉树精・吞噬
624,コスモス,宇宙神蝶
625,コスモス,宇宙神蝶
626,帽子のアリス,帽之爱丽丝
627,傘のアリス,伞之爱丽丝
628,赤のアリス,赤之爱丽丝
629,冬のアリス,冬之爱丽丝
630,剣のアリス,剑之爱丽丝
631,武のアリス,武之爱丽丝
632,アジ・ダハーカ,阿兹・达哈卡
633,白のアリス,白之爱丽丝
634,侍のアリス,侍之爱丽丝
635,忍のアリス,忍之爱丽丝
636,ヒミコ,卑弥呼
637,猟のアリス,猎之爱丽丝
638,舞のアリス,舞之爱丽丝
639,呪のアリス,咒之爱丽丝
640,兎のアリス,兔之爱丽丝
641,イザナミ,伊邪那美
642,蝕のアリス,蚀之爱丽丝
643,海のアリス,海之爱丽丝
644,魔のアリス,魔之爱丽丝
645,ハインリヒボディ,海因里希躯体
646,ハインリヒソウル,海因里希灵魂
647,マルケルス,马鲁塞勒斯
648,黒のアリス,黑之爱丽丝
649,アルカンシエル,天空之弧
650,ヨモツシコメ,黄泉丑女
651,フェルメサーラ,拉之子美西芙
652,エンジェルグール,天使食尸鬼
653,ドラゴンゾンビ娘,僵尸龙娘
654,シグルドリーヴァ,希格德利法
655,ドッペルエリート,克隆体精英
656,サルラック娘,沙拉克娘
657,ルカ・ホリィ,鲁卡・霍莉
658,ルカ・リノア,鲁卡・莉诺雅
659,ルカ・ハイネ,鲁卡・海涅
660,ルカ・キリエ,鲁卡・姬莉叶
661,ルシフィナ,路西菲娜
662,シリエル,希莉艾尔
663,エグエル,艾格艾尔
664,キメラチャリオッツ,奇美拉战车
665,ナイトロイド,骑士机器人
666,アサシンロイド,刺客机器人
667,エデン,伊甸
668,ユリエル,尤莉艾尔
669,メルシエル,梅尔希艾尔
670,セバスイール,塞巴西艾尔
671,量産型ラプンツェル,量产型长发公主
672,量産型ハイヌウェレ,量产型海奴韦莱
673,量産型アンフィスバエナ,量产型双头蛇
674,量産型ツクヨミ,量产型月读
675,量産型アルカンシエル,量产型天空之弧
676,ホルミエル,霍尔米艾尔
677,アプティエル,阿普蒂艾尔
678,クリオネラ,海天使
679,ロズニエル,罗兹尼艾尔
680,キュビエル,丘比艾尔
681,ワミエル,瓦米艾尔
682,量産型ジルフィ,量产型吉尔菲
683,量産型ノーマレン,量产型诺玛伦
684,量産型グランディーネ,量产型格兰蒂妮
685,量産型ギガマンドラ,量产型千兆曼德拉
686,ミカエラ,米迦艾拉
687,イリアス,伊莉娅丝
688,カオスイリアス,混沌伊莉娅丝
689,カオスイリアス,混沌伊莉娅丝
690,ラファエラ,拉斐艾拉
691,フェンリル,芬里尔
692,ガルキマセラ,月笛恶魔
693,グレートオーク,巨兽人
694,ランキュバス,枪兵魅魔
695,リーキュバス,贪吸魅魔
696,クィーンエヴァ,女王伊娃
697,バフォメット,巴风特
698,くだん,件
699,ヴェルラウネ,丝绒娜温
700,ネペンデス,食人花
701,薔薇貴族,蔷薇贵族
702,モルボル娘,魔界花娘
703,華音の右腕,华音的右臂
704,華音の左腕,华音的左臂
705,華音,华音
706,ボムスライム,炸弹史莱姆
707,リキュルスライム,利口酒史莱姆
708,スライムプリンセス,史莱姆公主
709,アスラ,阿修罗
710,ギガスライム,千兆史莱姆
711,禍撫分裂体,祸抚分裂体
712,禍撫,祸抚
713,ラミアンナイトメア,梦魇拉米亚
714,ロードメデューサ,美杜莎领主
715,パンドラ,潘多拉
716,クィーンラミア,拉米亚女王
717,グリモワール,格里莫瓦
718,ウツボ娘,海鳝娘
719,アンシェントスキュラ,古代斯库拉
720,クィーンスキュラ,斯库拉女王
721,ガタノソア,加塔诺托亚
722,アスモデウス,阿斯莫德
723,ヨルムンガンド,耶梦加得
724,三口あかなめ,三口垢舐鬼
725,猫神,""
726,銀鬼,银鬼
727,陰陽蠍,阴阳蝎
728,たまも,玉藻
729,ケット・シー,凯西猫
730,ガルフォックス,伽利狐
731,玉藻,""
732,ジュラエイビス,侏罗龙鸟
733,マルコシアス娘,马可西亚斯娘
734,アルケオプテリクス,阿尔凯奥普泰里克斯
735,クィーンハーピー,哈比女王
736,ローキュバス,领主魅魔
737,テスタロッサ,特斯塔罗飒
738,上級海賊マーメイド,高级海贼人鱼
739,グレイトマーマン,巨型人鱼
740,ロザ,罗莎
741,ロザ,罗莎
742,ギガドライアド,千兆树精
743,アンブロシア,安布罗西亚
744,シヴァ,湿婆
745,アルキュバス,炼金魅魔
746,レスキュバス,丝带魅魔
747,グラナバス,熟女魅魔
748,クロム,库洛姆
749,ユー,优
750,レイ,铃
751,魅凪,""
752,アリスフィーズ10世,爱丽丝菲兹10世
753,ハーゲンベック,哈根贝克
754,ベック・ザ・ビースト,野兽贝克
755,サンタマリア,圣玛利亚
756,セントメイデン,圣少女
757,切り裂きエリス,开膛手厄里斯
758,アリスフィーズ7世,爱丽丝菲兹7世
759,シャウトマータ,咆哮人偶
760,ジャイアントセーラ,巨人莎拉
761,アリスフィーズ11+12世,爱丽丝菲兹11+12世
762,パイズリ人形Mk.II,""
763,ラブマータ,爱情人偶
764,アリスフィーズ9世,爱丽丝菲兹9世
765,ブラヴァツキー,布拉瓦茨基
766,アリスフィーズ6世,爱丽丝菲兹6世
767,決戦人型兵器アグニ,决战人型兵器阿耆尼
768,快楽人形・雅姫,快乐人偶・雅姬
769,影紬,""
770,黄泉蜘蛛,""
771,魁狐々,魁狐狐
772,蘭天狗,兰天狗
773,ナンキュバス,玉女魅魔
774,パビルサグ,帕皮尔萨格
775,マンイーター,食人者
776,古代竜,古代龙
777,クィーンエヴァ,女王伊娃
778,ロア,洛阿
779,蛭蟲分裂体,蛭虫分裂体
780,メフィスト,梅菲斯特
781,魔列車,魔列车
782,ハイバフォメット,高阶巴风特
783,ローグエルフ,叛逆精灵
784,蛭蟲,蛭虫
785,量産型魔王人形III型,量产型魔王人偶III型
786,量産型魔王人形IV型,量产型魔王人偶IV型
787,量産型魔王人形V型,量产型魔王人偶V型
788,量産型魔王人形VI型,量产型魔王人偶VI型
789,量産型魔王人形VII型,量产型魔王人偶VII型
790,量産型魔王人形IX型,量产型魔王人偶IX型
791,量産型魔王人形X型,量产型魔王人偶X型
792,量産型魔王人形XI＋XII型,量产型魔王人偶XI＋XII型
793,量産型魔王人形XIII型,量产型魔王人偶XIII型
794,量産型魔王人形XIV型,量产型魔王人偶XIV型
795,影紬,""
796,マガツカルラ,祸津迦楼罗
797,黒のアリス,黑之爱丽丝
798,白兎・虚,白兔・虚
799,白兎・妄,白兔・妄
800,白兎・沌,白兔・混沌
801,死神・虚,""
802,死神・妄,""
803,死神・沌,死神・混沌
804,死兎,死兔
805,ソニアヴィジョン,索尼娅幻象
806,プロトソニア,原型索尼娅
807,ガーゴイル娘,石像鬼娘
808,アテナ,雅典娜
809,リリスオリジン,莉莉丝起源
810,エルベティエ分裂体,艾露贝提耶分裂体
811,エルベティエ・カナデ,艾露贝提耶・祸抚
812,阿吽,""
813,ドラゴンヘッド,龙首
814,モンストロ,巨鲸
815,シヴァ,湿婆
816,メフィスト,梅菲斯特
817,ネプチューン,尼普顿
818,タオ,道
819,モルボル娘,魔界花娘
820,アルケオプテリクス,阿尔凯奥普泰里克斯
821,アスモデウス,阿斯莫德
822,ヨルムンガンド,耶梦加得
823,アリスフィーズ16世,爱丽丝菲兹16世
824,沙蛇,""
825,アリスフィーズ,爱丽丝菲兹
826,カオスフィーズ,混沌菲兹
827,カオスフィーズ,混沌菲兹
828,前鬼,""
829,後鬼,后鬼
830,鎧の狂戦士,铠之狂战士
832,失墜の玉座,失落王座
833,ダブルアンデッド,双生不死族
834,イズン,伊敦
835,カースエンジェルズ,诅咒天使
836,カースエンジェルズ,诅咒天使
837,カースエンジェルズ,诅咒天使
838,アルジェミニ,阿尔杰米妮
